recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	LV	Latvia	181	53	690365	218691	3700	182
rd2	Last 2 days	2019-05-11	2019-05-12	LV	Latvia	212	55	1411174	447315	7210	365
rd3	Last 3 days	2019-05-10	2019-05-12	LV	Latvia	221	58	2110865	675878	10235	580
rd4	Last 4 days	2019-05-09	2019-05-12	LV	Latvia	229	61	2643884	861416	12583	762
rd5	Last 5 days	2019-05-08	2019-05-12	LV	Latvia	236	66	3014318	995195	14271	917
rd6	Last 6 days	2019-05-07	2019-05-12	LV	Latvia	272	69	3873110	1351366	18028	1445
rw1	Last week	2019-05-06	2019-05-12	LV	Latvia	279	71	4688477	1683727	21470	1922
rw2	Last 2 weeks	2019-04-29	2019-05-12	LV	Latvia	464	117	9513842	3444721	46258	5815
rw3	Last 3 weeks	2019-04-22	2019-05-12	LV	Latvia	628	147	11389561	4032635	54862	6999
rw4	Last 4 weeks	2019-04-15	2019-05-12	LV	Latvia	823	192	12205777	4265957	60080	7358
rm1	Last month	2019-04-13	2019-05-12	LV	Latvia	872	205	12586861	4408643	61529	7518
rm2	Last 2 months	2019-03-14	2019-05-12	LV	Latvia	1595	434	15812082	5436823	76373	8559
rm3	Last 3 months	2019-02-12	2019-05-12	LV	Latvia	1832	483	17260800	5954018	81491	9006
rm6	Last 6 months	2019-01-01	2019-05-12	LV	Latvia	1958	514	17332611	5982460	81936	9049
