advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	m35_44	male (35-44)	1207	1	18242748	8193382	110994	28080
Kialo		729627343834501	Facebook	m35_44	male (35-44)	832	1	13910338	5490738	94821	23278
Podemos	Unidas Podemos	269212336568846	Facebook	m35_44	male (35-44)	286	1	12417126	5591271	74806	19938
Ciudadanos	Ciudadanos	74078667754	Facebook	m35_44	male (35-44)	4497	1	12089343	3609565	131867	8103
People's Vote UK	People's Vote	748608695327755	Facebook	m35_44	male (35-44)	3374	1	10040902	3481919	130388	23524
Britain's Future	Britain's Future	1625300137516491	Facebook	m35_44	male (35-44)	3880	1	8757635	2766731	97412	14367
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	m35_44	male (35-44)	236	1	7727396	3438011	19181	4312
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	m35_44	male (35-44)	86	1	5376535	2438056	14112	3733
Partido Popular	Partido Popular	72249031214	Facebook	m35_44	male (35-44)	895	1	5170245	2183680	28308	5269
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m35_44	male (35-44)	2118	1	5138526	1736196	75928	9320
European Greens		141366725876424	Facebook	m35_44	male (35-44)	265	1	5005229	2226379	28148	7356
Conservatives	The Conservative Party	8807334278	Facebook	m35_44	male (35-44)	1686	1	4702173	1847101	49146	7059
sp.a	sp.a	57253967150	Facebook	m35_44	male (35-44)	325	1	4285129	1754079	17358	4159
SPD	SPD	47930567748	Facebook	m35_44	male (35-44)	4160	1	3587108	1192825	57213	5039
The Labour Party	The Labour Party	25749647410	Facebook	m35_44	male (35-44)	609	1	3521534	1416703	29290	6010
FDP	FDP	21289227249	Facebook	m35_44	male (35-44)	1883	1	3438971	1061193	31043	1666
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	m35_44	male (35-44)	147	1	3351734	1454444	5620	1437
CDU	CDU	78502295414	Facebook	m35_44	male (35-44)	3170	1	3318586	796786	31468	706
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	m35_44	male (35-44)	123	1	3227660	1345514	8959	2301
Kyriakos Mitsotakis		34848567724	Facebook	m35_44	male (35-44)	109	1	3131140	1331879	6797	1357
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	m35_44	male (35-44)	66	1	3120667	1468356	6399	2864
Partito Democratico		77034286895	Facebook	m35_44	male (35-44)	192	1	3094921	1362684	10600	2442
Vlaams Belang	Vlaams Belang	56605856504	Facebook	m35_44	male (35-44)	77	1	3081501	1430906	22991	5731
România în primul rând	Future Innovation	770704223323599	Facebook	m35_44	male (35-44)	86	1	2852913	1249927	2364	652
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	m35_44	male (35-44)	119	1	2682980	1160742	23486	5513
