advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	m25_34	male (25-34)	1290	1	31309890	13989240	183766	46787
Kialo		729627343834501	Facebook	m25_34	male (25-34)	831	1	27059187	10663371	177399	43108
Podemos	Unidas Podemos	269212336568846	Facebook	m25_34	male (25-34)	289	1	13049659	5909337	73943	19228
People's Vote UK	People's Vote	748608695327755	Facebook	m25_34	male (25-34)	3361	1	12926604	4549424	150198	27523
Ciudadanos	Ciudadanos	74078667754	Facebook	m25_34	male (25-34)	4474	1	9989381	3011179	103358	6884
European Greens		141366725876424	Facebook	m25_34	male (25-34)	277	1	8495386	3730532	45267	11501
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	m25_34	male (25-34)	235	1	8343500	3716124	17939	4103
European Commission		107898832590939	Facebook	m25_34	male (25-34)	69	1	8022039	3743708	32512	8278
Partido Popular	Partido Popular	72249031214	Facebook	m25_34	male (25-34)	886	1	7209355	2732731	40781	6392
SPD	SPD	47930567748	Facebook	m25_34	male (25-34)	4930	1	7044128	2241767	127859	9783
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m25_34	male (25-34)	2063	1	6670134	2366760	77833	10654
Conservatives	The Conservative Party	8807334278	Facebook	m25_34	male (25-34)	1658	1	6391991	2518569	65181	9756
sp.a	sp.a	57253967150	Facebook	m25_34	male (25-34)	299	1	6333330	2626172	27364	6342
CDU	CDU	78502295414	Facebook	m25_34	male (25-34)	3170	1	6318748	1507947	54916	1333
FDP	FDP	21289227249	Facebook	m25_34	male (25-34)	1907	1	5890647	1829602	50862	2671
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	m25_34	male (25-34)	82	1	5130200	2347815	11415	3324
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	m25_34	male (25-34)	124	1	4369213	1829461	12852	3787
Vlaams Belang	Vlaams Belang	56605856504	Facebook	m25_34	male (25-34)	76	1	4240041	1962821	30716	7843
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	m25_34	male (25-34)	66	1	3819684	1809200	7437	3330
The Labour Party	The Labour Party	25749647410	Facebook	m25_34	male (25-34)	594	1	3819099	1546967	30507	6215
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	m25_34	male (25-34)	123	1	3806792	1654213	33343	7877
România în primul rând	Future Innovation	770704223323599	Facebook	m25_34	male (25-34)	70	1	3592363	1555765	3642	926
Kyriakos Mitsotakis		34848567724	Facebook	m25_34	male (25-34)	109	1	3390297	1427032	7426	1454
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	m25_34	male (25-34)	2259	1	3389684	1289965	28629	3659
SPÖ	SPÖ	77393060080	Facebook	m25_34	male (25-34)	585	1	3013280	1009148	21742	3441
