advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	u65_	unknown (65+)	3610	1	334643	97028	4058	577
People's Vote UK	People's Vote	748608695327755	Facebook	u65_	unknown (65+)	2548	1	205398	69902	3909	671
38 Degrees	38 Degrees	200006375787	Facebook	u65_	unknown (65+)	631	1	137255	48923	964	136
Best For Britain	Best for Britain	1863944713844924	Facebook	u65_	unknown (65+)	565	1	122639	51548	1818	424
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	u65_	unknown (65+)	1767	1	106913	34285	1658	148
We are the 52%	We are the 52%	466744973727718	Facebook	u65_	unknown (65+)	276	1	96102	34223	289	37
The Labour Party	The Labour Party	25749647410	Facebook	u65_	unknown (65+)	544	1	72802	27639	678	137
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	u65_	unknown (65+)	513	1	67363	24128	1339	227
Conservatives	The Conservative Party	8807334278	Facebook	u65_	unknown (65+)	697	1	66442	23963	1215	141
Médecins du Monde France		265420476920	Facebook	u65_	unknown (65+)	1027	1	57490	17336	1068	83
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	u65_	unknown (65+)	436	1	52612	18373	889	134
The Brexit Party	The Brexit Party	230416667843105	Facebook	u65_	unknown (65+)	90	1	45692	21587	670	195
European Parliament		178362315106	Facebook	u65_	unknown (65+)	660	1	34397	14168	235	49
Greenpeace France		39435457457	Facebook	u65_	unknown (65+)	107	1	34386	15534	175	41
Right To Vote	Right to Vote	408236463256774	Facebook	u65_	unknown (65+)	346	1	29483	7275	281	35
Sosialidemokraatit SDP		108945982480217	Facebook	u65_	unknown (65+)	218	1	26797	10247	172	34
Podemos	Unidas Podemos	269212336568846	Facebook	u65_	unknown (65+)	177	1	25321	11462	162	42
Vattenfall Sverige		608975645850217	Facebook	u65_	unknown (65+)	25	1	24774	11416	326	89
Ciudadanos	Ciudadanos	74078667754	Facebook	u65_	unknown (65+)	1651	1	23332	7258	220	18
TheArticle	TheArticle	607840469632004	Facebook	u65_	unknown (65+)	26	1	22874	10103	331	73
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	u65_	unknown (65+)	121	1	22224	7845	153	31
Plan International Sverige		382243262003	Facebook	u65_	unknown (65+)	291	1	22091	7193	194	46
Scientists for EU	Scientists for EU	642444842524195	Facebook	u65_	unknown (65+)	57	1	20901	6543	128	20
Amnesty International UK		7624294394	Facebook	u65_	unknown (65+)	77	1	20371	8682	209	64
Oxfam Great Britain	Oxfam GB	7214031395	Facebook	u65_	unknown (65+)	60	1	18647	6806	311	67
