audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f18_24	female (18-24)	IE	Ireland	4148	1054	9960284	3951060	57011	8910
m18_24	male (18-24)	IE	Ireland	3907	1034	8853813	3457173	52021	8028
m25_34	male (25-34)	IE	Ireland	4331	1114	7449305	2762767	50020	7785
f25_34	female (25-34)	IE	Ireland	4703	1149	7281330	2744294	49027	7614
f35_44	female (35-44)	IE	Ireland	4652	1132	5884775	2204633	42191	6506
m35_44	male (35-44)	IE	Ireland	4287	1103	5440704	2004630	37790	5787
f45_54	female (45-54)	IE	Ireland	4413	1094	3848589	1394998	28364	4216
m45_54	male (45-54)	IE	Ireland	4065	1063	3489502	1243544	24734	3595
f55_64	female (55-64)	IE	Ireland	3701	1013	2148091	746198	16256	2264
m55_64	male (55-64)	IE	Ireland	3445	986	1683044	575672	12345	1642
f65_	female (65+)	IE	Ireland	3168	908	1550285	532117	11621	1683
m65_	male (65+)	IE	Ireland	2967	884	1174503	398837	8491	1173
f13_17	female (13-17)	IE	Ireland	573	200	664927	242066	3253	175
m13_17	male (13-17)	IE	Ireland	533	191	448690	164106	2515	135
u35_44	unknown (35-44)	IE	Ireland	3691	967	172958	64152	1204	184
u45_54	unknown (45-54)	IE	Ireland	3325	898	100947	36023	740	104
u25_34	unknown (25-34)	IE	Ireland	3561	941	85373	31555	612	88
u18_24	unknown (18-24)	IE	Ireland	2838	788	56311	21564	374	52
u55_64	unknown (55-64)	IE	Ireland	2436	799	37492	12883	282	38
u65_	unknown (65+)	IE	Ireland	2208	734	35051	11929	264	34
u13_17	unknown (13-17)	IE	Ireland	385	155	4441	1516	30	1
