recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	EL	Greece	1026	250	6185319	2175341	27187	1685
rd2	Last 2 days	2019-05-14	2019-05-15	EL	Greece	1180	273	14055397	4857615	63582	4078
rd3	Last 3 days	2019-05-13	2019-05-15	EL	Greece	1318	290	22490592	7811772	96668	6706
rd4	Last 4 days	2019-05-12	2019-05-15	EL	Greece	1525	312	33392064	11903240	129841	10186
rd5	Last 5 days	2019-05-11	2019-05-15	EL	Greece	1683	328	43260551	15579304	162200	13305
rd6	Last 6 days	2019-05-10	2019-05-15	EL	Greece	1828	338	52165185	18813341	192022	16148
rw1	Last week	2019-05-09	2019-05-15	EL	Greece	1992	350	59236281	21377419	216587	18121
rw2	Last 2 weeks	2019-05-02	2019-05-15	EL	Greece	3129	427	104287082	38050414	384121	34634
rw3	Last 3 weeks	2019-04-25	2019-05-15	EL	Greece	3902	500	130336859	47716906	490722	45216
rw4	Last 4 weeks	2019-04-18	2019-05-15	EL	Greece	4616	600	158150991	57846877	598414	57932
rm1	Last month	2019-04-16	2019-05-15	EL	Greece	4741	630	162260258	59327977	614950	59733
rm2	Last 2 months	2019-03-17	2019-05-15	EL	Greece	6788	1148	206394046	75421793	780558	75055
rm3	Last 3 months	2019-02-15	2019-05-15	EL	Greece	7471	1303	219993786	80170371	835588	78817
rm6	Last 6 months	2019-01-01	2019-05-15	EL	Greece	7797	1348	232466496	85127517	873096	84328
