week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-15	AT	Austria	4470	225	18903386	5809338	204296	18520
w019	Week 19	2019-05-06	2019-05-12	AT	Austria	5059	269	42849406	14060713	420401	51642
w018	Week 18	2019-04-29	2019-05-05	AT	Austria	4487	292	35781626	12761426	328739	55024
w017	Week 17	2019-04-22	2019-04-28	AT	Austria	3261	294	21495631	7648777	196154	30989
w016	Week 16	2019-04-15	2019-04-21	AT	Austria	2267	345	11125322	3838028	85989	12104
w015	Week 15	2019-04-08	2019-04-14	AT	Austria	1957	520	9636740	3299933	75620	11207
w014	Week 14	2019-04-01	2019-04-07	AT	Austria	1539	527	7215761	2434493	64464	9065
w013	Week 13	2019-03-25	2019-03-31	AT	Austria	1221	416	5938813	2095969	51052	7278
w012	Week 12	2019-03-18	2019-03-24	AT	Austria	1043	353	5101766	1744694	45957	5330
w011	Week 11	2019-03-11	2019-03-17	AT	Austria	729	255	5062887	1915070	43620	6565
w010	Week 10	2019-03-04	2019-03-10	AT	Austria	504	159	1789054	647079	16037	1998
w009	Week 9	2019-02-25	2019-03-03	AT	Austria	361	107	1795449	661668	12516	1764
w008	Week 8	2019-02-18	2019-02-24	AT	Austria	264	92	916477	304308	11896	1724
w007	Week 7	2019-02-11	2019-02-17	AT	Austria	193	77	1118125	388509	8799	1224
w006	Week 6	2019-02-04	2019-02-10	AT	Austria	182	70	819459	273536	7203	924
w005	Week 5	2019-01-28	2019-02-03	AT	Austria	224	67	788193	249414	9090	1294
w004	Week 4	2019-01-21	2019-01-27	AT	Austria	162	53	788432	263351	8209	1170
w003	Week 3	2019-01-14	2019-01-20	AT	Austria	146	54	652324	229271	5992	956
w002	Week 2	2019-01-07	2019-01-13	AT	Austria	98	43	570252	213604	4762	828
w001	Week 1	2019-01-01	2019-01-06	AT	Austria	90	34	957442	400331	6294	1296
