country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CY	Cyprus	m25_34	male (25-34)	1843	448	3772951	1283665	16111	1652
CY	Cyprus	m18_24	male (18-24)	1709	414	3158427	1106810	12098	1453
CY	Cyprus	m35_44	male (35-44)	1806	441	2960344	965632	12950	1151
CY	Cyprus	m45_54	male (45-54)	1742	428	2360152	733663	10730	714
CY	Cyprus	f25_34	female (25-34)	1921	466	2220072	793075	9979	1295
CY	Cyprus	f35_44	female (35-44)	1874	455	2055825	708352	9418	1063
CY	Cyprus	f18_24	female (18-24)	1771	431	2014209	741193	7783	1112
CY	Cyprus	m55_64	male (55-64)	1606	398	1899911	539510	8312	292
CY	Cyprus	f45_54	female (45-54)	1813	442	1735506	566056	7795	679
CY	Cyprus	f55_64	female (55-64)	1660	409	1448248	424974	6052	268
CY	Cyprus	m65_	male (65+)	1483	365	1141071	325858	5057	182
CY	Cyprus	f65_	female (65+)	1519	372	826842	243213	3546	151
CY	Cyprus	f13_17	female (13-17)	224	71	129839	49126	267	12
CY	Cyprus	m13_17	male (13-17)	217	69	108597	41422	257	14
CY	Cyprus	u35_44	unknown (35-44)	1650	404	73564	24588	317	28
CY	Cyprus	u25_34	unknown (25-34)	1604	395	53360	18212	230	20
CY	Cyprus	u45_54	unknown (45-54)	1491	378	30249	10104	135	10
CY	Cyprus	u55_64	unknown (55-64)	1247	339	14520	4418	68	2
CY	Cyprus	u65_	unknown (65+)	1117	317	9573	2986	44	2
CY	Cyprus	u18_24	unknown (18-24)	977	326	4648	1737	18	2
CY	Cyprus	u13_17	unknown (13-17)	114	53	323	127	0	0
