week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-16	AT	Austria	4934	241	28223598	8631901	316655	32098
w019	Week 19	2019-05-06	2019-05-12	AT	Austria	5075	271	41642447	13846011	408154	52827
w018	Week 18	2019-04-29	2019-05-05	AT	Austria	4507	291	35508940	12672268	326907	55165
w017	Week 17	2019-04-22	2019-04-28	AT	Austria	3284	298	21459344	7635210	197239	31235
w016	Week 16	2019-04-15	2019-04-21	AT	Austria	2289	349	11017348	3775157	87071	12256
w015	Week 15	2019-04-08	2019-04-14	AT	Austria	1992	529	9694938	3322956	76113	11288
w014	Week 14	2019-04-01	2019-04-07	AT	Austria	1572	542	7679879	2633051	67700	10228
w013	Week 13	2019-03-25	2019-03-31	AT	Austria	1287	433	6652655	2374932	54525	7629
w012	Week 12	2019-03-18	2019-03-24	AT	Austria	1110	367	5998103	2088433	51525	5936
w011	Week 11	2019-03-11	2019-03-17	AT	Austria	760	263	5139137	1939040	44690	6565
w010	Week 10	2019-03-04	2019-03-10	AT	Austria	528	167	1809208	651361	16288	2003
w009	Week 9	2019-02-25	2019-03-03	AT	Austria	379	114	1814857	666159	12833	1782
w008	Week 8	2019-02-18	2019-02-24	AT	Austria	275	95	941371	310152	12269	1753
w007	Week 7	2019-02-11	2019-02-17	AT	Austria	204	80	1141156	393861	9175	1253
w006	Week 6	2019-02-04	2019-02-10	AT	Austria	193	71	838974	277935	7542	948
w005	Week 5	2019-01-28	2019-02-03	AT	Austria	248	67	808509	253784	9485	1314
w004	Week 4	2019-01-21	2019-01-27	AT	Austria	181	53	817376	269040	8796	1205
w003	Week 3	2019-01-14	2019-01-20	AT	Austria	167	55	689139	236727	6657	1005
w002	Week 2	2019-01-07	2019-01-13	AT	Austria	121	46	612806	222359	5443	878
w001	Week 1	2019-01-01	2019-01-06	AT	Austria	117	37	1052714	425288	7404	1418
