gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	SE	Sweden	9964	1839	90173884	30212049	767212	190338
m	male	SE	Sweden	9256	1783	74480115	25277351	636250	156904
u	unknown	SE	Sweden	8395	1691	2186914	728253	18016	4317
