gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	DK	Denmark	6778	1263	33051027	10460582	320729	74346
m	male	DK	Denmark	6594	1219	30714733	9093249	274726	60617
u	unknown	DK	Denmark	5724	1164	515269	154271	4951	1084
