gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	RO	Romania	1728	297	66654186	27113723	147589	37457
m	male	RO	Romania	1710	300	72166174	29355783	156831	39839
u	unknown	RO	Romania	1520	274	157469	62826	399	98
