country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
RO	Romania	f	female	6331	1301	148707928	61845888	310477	67337
RO	Romania	m	male	6144	1282	187029700	78207343	399745	87129
RO	Romania	u	unknown	5349	1172	462504	188872	1254	267
