recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-19	2019-05-19	SK	Slovakia	484	129	1808554	471336	24590	491
rd2	Last 2 days	2019-05-18	2019-05-19	SK	Slovakia	666	130	3854510	976150	59089	1233
rd3	Last 3 days	2019-05-17	2019-05-19	SK	Slovakia	674	130	5116808	1298655	72742	1825
rd4	Last 4 days	2019-05-16	2019-05-19	SK	Slovakia	674	130	5124750	1302501	72805	1833
rd5	Last 5 days	2019-05-15	2019-05-19	SK	Slovakia	674	130	5132442	1306347	72844	1841
rd6	Last 6 days	2019-05-14	2019-05-19	SK	Slovakia	674	130	5140135	1310194	72882	1848
rw1	Last week	2019-05-13	2019-05-19	SK	Slovakia	674	130	5147827	1314040	72921	1856
rw2	Last 2 weeks	2019-05-06	2019-05-19	SK	Slovakia	674	130	5193980	1337117	73151	1902
rw3	Last 3 weeks	2019-04-29	2019-05-19	SK	Slovakia	674	130	5193980	1337117	73151	1902
rw4	Last 4 weeks	2019-04-22	2019-05-19	SK	Slovakia	674	130	5193980	1337117	73151	1902
rm1	Last month	2019-04-20	2019-05-19	SK	Slovakia	674	130	5193980	1337117	73151	1902
rm2	Last 2 months	2019-03-21	2019-05-19	SK	Slovakia	674	130	5193980	1337117	73151	1902
rm3	Last 3 months	2019-02-19	2019-05-19	SK	Slovakia	674	130	5193980	1337117	73151	1902
rm6	Last 6 months	2019-01-01	2019-05-19	SK	Slovakia	674	130	5193980	1337117	73151	1902
