age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
55_64	55-64	BG	Bulgaria	Демократична България	Демократична България	995342840629890	Facebook	35	1	597131	231809	1331	189
55_64	55-64	BG	Bulgaria	Приоритети	БЗНС	1163987410423594	Facebook	56	1	437442	160367	1607	46
55_64	55-64	BG	Bulgaria	Бареков и Байрактаров без цензура - ТВ предаване		405986069871245	Facebook	10	1	218602	75839	446	108
55_64	55-64	BG	Bulgaria	European Parliament		178362315106	Facebook	30	1	191058	90439	483	111
55_64	55-64	BG	Bulgaria	България на Труда и Разума - БТР		709384432421964	Facebook	9	1	179111	55901	366	28
55_64	55-64	BG	Bulgaria	Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	24	1	178981	35354	669	0
55_64	55-64	BG	Bulgaria	Път на младите	Път на младите	2051476654950711	Facebook	16	1	161287	49892	528	46
55_64	55-64	BG	Bulgaria	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	48	1	160634	74060	343	102
55_64	55-64	BG	Bulgaria	Стефан Тафров	Стефан Тафров	233810563693016	Facebook	37	1	155468	38764	501	0
55_64	55-64	BG	Bulgaria	informo.bg	informo.bg	262524054082832	Facebook	6	1	149871	69595	314	44
55_64	55-64	BG	Bulgaria	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	49	1	130455	54500	554	134
55_64	55-64	BG	Bulgaria	Европейски парламент в България		163350039852	Facebook	1	1	94764	37905	947	189
55_64	55-64	BG	Bulgaria	За Петър Чобанов	Chobanov Petar	762986410409232	Facebook	24	1	87941	20582	691	0
55_64	55-64	BG	Bulgaria	Евро Ферт АД		271746059949890	Facebook	1	1	83372	41686	185	37
55_64	55-64	BG	Bulgaria	Volen Siderov		48268614826	Facebook	20	1	81502	19028	331	0
55_64	55-64	BG	Bulgaria	Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	14	1	80852	19991	282	0
55_64	55-64	BG	Bulgaria	Партия на ЗЕЛЕНИТЕ	Mitrakiev Boyan	1438204226503681	Facebook	13	1	73750	15007	239	0
55_64	55-64	BG	Bulgaria	Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	9	1	63829	19563	222	0
55_64	55-64	BG	Bulgaria	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	19	1	60265	21222	221	18
55_64	55-64	BG	Bulgaria	Valeri Simeonov		1967166133516609	Facebook	21	1	53405	12702	168	0
55_64	55-64	BG	Bulgaria	Радан Кънев	Радан Кънев	1461853244069926	Facebook	8	1	46991	11728	183	0
55_64	55-64	BG	Bulgaria	Ваня Григорова - независим кандидат за евродепутат	Vanya Grigorova 	344617396401957	Facebook	4	1	37547	8567	102	0
55_64	55-64	BG	Bulgaria	European Greens	European Greens	141366725876424	Facebook	2	1	32703	16351	89	17
55_64	55-64	BG	Bulgaria	Фондация Българска Памет		540948509258655	Facebook	2	1	32006	11039	48	0
55_64	55-64	BG	Bulgaria	Кеворк Кеворкян		490656127781163	Facebook	1	1	30785	15393	27	0
