advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Демократична България	Демократична България	995342840629890	Facebook	35_44	35-44	BG	Bulgaria	31	1	1077170	483061	6391	1314
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	35_44	35-44	BG	Bulgaria	17	1	540356	222681	1383	366
Движение ВОЛЯ	Движение Воля	289082018098560	Facebook	35_44	35-44	BG	Bulgaria	5	1	473601	189440	472	94
European Parliament	European Parliament	178362315106	Facebook	35_44	35-44	BG	Bulgaria	13	1	461054	187804	1471	348
Крум Дончев/Krum Donchev	Крум Дончев/Krum Donchev	155516354469476	Facebook	35_44	35-44	BG	Bulgaria	15	1	362759	139784	1111	352
Радан Кънев	Радан Кънев	1461853244069926	Facebook	35_44	35-44	BG	Bulgaria	26	1	300074	123094	815	82
informo.bg	informo.bg	262524054082832	Facebook	35_44	35-44	BG	Bulgaria	5	1	237307	111865	156	20
Приоритети	БЗНС	1163987410423594	Facebook	35_44	35-44	BG	Bulgaria	35	1	234122	99985	1119	193
Росен Богомилов	Ivanov Hristo	1183492355137046	Facebook	35_44	35-44	BG	Bulgaria	11	1	187332	90419	816	160
Веселин Марешки		427091487494895	Facebook	35_44	35-44	BG	Bulgaria	3	1	158289	65060	191	35
За Земята	Keremidchieva Violeta	404421529636122	Facebook	35_44	35-44	BG	Bulgaria	11	1	146950	44356	260	0
Път на младите	Път на младите	2051476654950711	Facebook	35_44	35-44	BG	Bulgaria	13	1	135997	63115	430	73
Ваня Григорова - независим кандидат за евродепутат	Vanya Grigorova 	344617396401957	Facebook	35_44	35-44	BG	Bulgaria	16	1	114741	23365	310	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	35_44	35-44	BG	Bulgaria	2	1	112432	45598	36	3
European Commission	European Commission	107898832590939	Facebook	35_44	35-44	BG	Bulgaria	22	1	97213	46773	135	39
ПП Глас народен	ПП Глас народен	127457487402289	Facebook	35_44	35-44	BG	Bulgaria	10	1	78927	26449	263	35
Емил А. Георгиев	Georgiev Emil	1228198117206814	Facebook	35_44	35-44	BG	Bulgaria	8	1	73572	17712	224	0
Постоянна ромска конференция	Roma Standing Conference	2169116143357997	Facebook	35_44	35-44	BG	Bulgaria	5	1	69345	29748	191	30
Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	35_44	35-44	BG	Bulgaria	13	1	67808	23987	360	0
European Greens	European Greens	141366725876424	Facebook	35_44	35-44	BG	Bulgaria	4	1	61036	30474	304	60
Алина Добрева	Алина Добрева	330889637493030	Facebook	35_44	35-44	BG	Bulgaria	3	1	58206	26361	262	49
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	35_44	35-44	BG	Bulgaria	5	1	56816	21712	89	17
ПП ГЕРБ - Стара Загора	ПП ГЕРБ - Стара Загора	229586070497595	Facebook	35_44	35-44	BG	Bulgaria	2	1	54929	25538	119	21
Зелените ставаме Зелено движение	Ivanov Hristo	247214619360	Facebook	35_44	35-44	BG	Bulgaria	3	1	34799	15418	206	41
Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	35_44	35-44	BG	Bulgaria	10	1	31636	9456	210	0
