gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	FR	France	13855	3309	147107347	56862220	1248004	201757
m	male	FR	France	13143	3169	126289166	49913374	1016897	178768
u	unknown	FR	France	11580	3003	2552977	932819	24515	3531
