recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-07	2019-05-07	UK	United Kingdom	1277	314	3447318	1129259	42345	5906
rd2	Last 2 days	2019-05-06	2019-05-07	UK	United Kingdom	1445	361	8603450	2961854	104051	14599
rd3	Last 3 days	2019-05-05	2019-05-07	UK	United Kingdom	1637	403	14213500	4933129	169013	24881
rd4	Last 4 days	2019-05-04	2019-05-07	UK	United Kingdom	1757	450	19182584	6725368	224809	34073
rd5	Last 5 days	2019-05-03	2019-05-07	UK	United Kingdom	2375	674	25685351	8930200	306957	44785
rd6	Last 6 days	2019-05-02	2019-05-07	UK	United Kingdom	4829	1180	37823169	12548487	513246	64289
rw1	Last week	2019-05-01	2019-05-07	UK	United Kingdom	6030	1302	50350235	16596264	742399	89835
rw2	Last 2 weeks	2019-04-24	2019-05-07	UK	United Kingdom	9382	1568	101814019	32861099	1525786	176758
rw3	Last 3 weeks	2019-04-17	2019-05-07	UK	United Kingdom	11285	1802	128217118	41298599	1877703	211473
rw4	Last 4 weeks	2019-04-10	2019-05-07	UK	United Kingdom	13529	2134	162847798	53398540	2304626	269611
rm1	Last month	2019-04-08	2019-05-07	UK	United Kingdom	14313	2225	176980085	58407845	2477787	294941
rm2	Last 2 months	2019-03-09	2019-05-07	UK	United Kingdom	25583	3191	341325993	112936503	4653339	560569
rm3	Last 3 months	2019-02-07	2019-05-07	UK	United Kingdom	32056	3651	463300434	155211121	5963628	736091
rm6	Last 6 months	2019-01-01	2019-05-07	UK	United Kingdom	39013	4005	637331266	213945869	7756176	1006018
