recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-16	2019-05-16	HR	Croatia	322	98	1370469	472792	5370	111
rd2	Last 2 days	2019-05-15	2019-05-16	HR	Croatia	360	104	3017245	1019047	11927	318
rd3	Last 3 days	2019-05-14	2019-05-16	HR	Croatia	428	106	5496112	1879252	20325	963
rd4	Last 4 days	2019-05-13	2019-05-16	HR	Croatia	458	112	7709797	2638766	26824	1643
rd5	Last 5 days	2019-05-12	2019-05-16	HR	Croatia	512	115	10061306	3440438	32974	2104
rd6	Last 6 days	2019-05-11	2019-05-16	HR	Croatia	560	123	12019692	4117426	38240	2505
rw1	Last week	2019-05-10	2019-05-16	HR	Croatia	630	127	14262377	4928140	44320	2990
rw2	Last 2 weeks	2019-05-03	2019-05-16	HR	Croatia	825	168	25150255	8866874	70988	5893
rw3	Last 3 weeks	2019-04-26	2019-05-16	HR	Croatia	1085	209	35655101	13158949	108880	11716
rw4	Last 4 weeks	2019-04-19	2019-05-16	HR	Croatia	1247	253	36697314	13473986	113275	11951
rm1	Last month	2019-04-17	2019-05-16	HR	Croatia	1278	269	36982985	13553693	114568	11967
rm2	Last 2 months	2019-03-18	2019-05-16	HR	Croatia	2293	591	45930380	16937420	142285	14856
rm3	Last 3 months	2019-02-16	2019-05-16	HR	Croatia	2623	670	48679185	17950058	154161	16201
rm6	Last 6 months	2019-01-01	2019-05-16	HR	Croatia	2776	702	49219165	18139574	157780	16433
