audience_code_filter	audience_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
u55_64	unknown (55-64)	Britain's Future	Britain's Future	1625300137516491	Facebook	3617	1	333709	97574	4008	575
u55_64	unknown (55-64)	People's Vote UK	People's Vote	748608695327755	Facebook	2673	1	223904	75690	4069	708
u55_64	unknown (55-64)	38 Degrees	38 Degrees	200006375787	Facebook	618	1	115609	41663	812	116
u55_64	unknown (55-64)	Best For Britain	Best for Britain	1863944713844924	Facebook	567	1	112740	47320	1660	395
u55_64	unknown (55-64)	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	1678	1	100401	31392	1555	140
u55_64	unknown (55-64)	We are the 52%	We are the 52%	466744973727718	Facebook	277	1	97512	35474	278	36
u55_64	unknown (55-64)	The Labour Party	The Labour Party	25749647410	Facebook	541	1	90801	34921	842	174
u55_64	unknown (55-64)	Conservatives	The Conservative Party	8807334278	Facebook	724	1	77868	29675	1158	151
u55_64	unknown (55-64)	Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	507	1	57150	19975	1277	213
u55_64	unknown (55-64)	The Brexit Party	The Brexit Party	230416667843105	Facebook	66	1	49158	23273	671	203
u55_64	unknown (55-64)	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	399	1	46579	16157	851	119
u55_64	unknown (55-64)	European Parliament		178362315106	Facebook	639	1	34327	14265	231	49
u55_64	unknown (55-64)	Right To Vote	Right to Vote	408236463256774	Facebook	342	1	32771	8102	285	38
u55_64	unknown (55-64)	Ciudadanos	Ciudadanos	74078667754	Facebook	1919	1	32586	9974	334	26
u55_64	unknown (55-64)	Sosialidemokraatit SDP		108945982480217	Facebook	243	1	30647	12223	184	38
u55_64	unknown (55-64)	Greenpeace France		39435457457	Facebook	104	1	29784	13404	152	35
u55_64	unknown (55-64)	Plan International Sverige		382243262003	Facebook	290	1	28470	8848	252	59
u55_64	unknown (55-64)	Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	125	1	27600	9730	192	40
u55_64	unknown (55-64)	Podemos	Unidas Podemos	269212336568846	Facebook	203	1	27083	12280	181	48
u55_64	unknown (55-64)	Scientists for EU	Scientists for EU	642444842524195	Facebook	59	1	21696	6976	144	24
u55_64	unknown (55-64)	Amnesty International UK		7624294394	Facebook	78	1	18118	7777	183	57
u55_64	unknown (55-64)	Oxfam Great Britain	Oxfam GB	7214031395	Facebook	67	1	16565	5848	258	52
u55_64	unknown (55-64)	Médecins du Monde France		265420476920	Facebook	326	1	15570	4805	243	19
u55_64	unknown (55-64)	Vattenfall Sverige		608975645850217	Facebook	27	1	14380	6671	187	53
u55_64	unknown (55-64)	TheArticle	TheArticle	607840469632004	Facebook	24	1	13993	6225	195	43
u55_64	unknown (55-64)	Partido Popular	Partido Popular	72249031214	Facebook	580	1	12703	4809	68	10
u55_64	unknown (55-64)	London Labour Party	The London Labour Party 	474613052643462	Facebook	83	1	11578	4332	157	32
u55_64	unknown (55-64)	Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	228	1	11489	3198	76	17
u55_64	unknown (55-64)	Labour Future	Labour Future	112846662487263	Facebook	21	1	11162	4848	93	19
u55_64	unknown (55-64)	London Gov	the Greater London Authority	713179875369048	Facebook	22	1	10955	4506	124	24
u55_64	unknown (55-64)	Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	31	1	10886	4518	112	35
u55_64	unknown (55-64)	Alex Salmond	Slainte Media	136191876445102	Facebook	75	1	10829	3624	55	6
u55_64	unknown (55-64)	The Week UK	The Week	177855115588808	Facebook	91	1	10817	3611	124	23
u55_64	unknown (55-64)	Partito Democratico		77034286895	Facebook	114	1	10363	4592	43	10
u55_64	unknown (55-64)	SPD	SPD	47930567748	Facebook	616	1	10362	3044	185	15
u55_64	unknown (55-64)	Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	199	1	9940	3528	75	20
u55_64	unknown (55-64)	EU Watch	EU Watch	136146920436020	Facebook	35	1	9400	2896	29	3
u55_64	unknown (55-64)	Global Justice Now	Global Justice Now	6707857033	Facebook	325	1	9288	1525	426	5
u55_64	unknown (55-64)	Humble Household		1746853745395190	Facebook	37	1	9192	3766	108	35
u55_64	unknown (55-64)	Greenpeace UK	Greenpeace UK 	9250349228	Facebook	113	1	9179	3332	84	15
u55_64	unknown (55-64)	sp.a	sp.a	57253967150	Facebook	212	1	9103	3487	47	9
u55_64	unknown (55-64)	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	306	1	8679	3482	44	8
u55_64	unknown (55-64)	NT Live	NT Live	107334993856	Facebook	106	1	8658	2504	95	6
u55_64	unknown (55-64)	Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	52	1	8607	3416	45	9
u55_64	unknown (55-64)	Centerpartiet	Centerpartiet	12690894340	Facebook	75	1	8593	3254	118	27
u55_64	unknown (55-64)	NHS Against Brexit	Scientists for EU	2126073340865034	Facebook	32	1	8547	2272	49	6
u55_64	unknown (55-64)	School Cuts	National Education Union	871798409656672	Facebook	119	1	8300	1933	81	12
u55_64	unknown (55-64)	InFacts	InFacts	678120165658753	Facebook	58	1	8244	1954	62	6
u55_64	unknown (55-64)	Sign for my Future		1345513882259768	Facebook	60	1	8038	3581	51	11
u55_64	unknown (55-64)	Progress	Progress Ltd	160136337364839	Facebook	38	1	7718	1716	68	8
u55_64	unknown (55-64)	UK government	UK government	408582579294175	Facebook	8	1	7559	3432	75	24
u55_64	unknown (55-64)	Vlaams Belang	Vlaams Belang	56605856504	Facebook	61	1	7513	3457	57	12
u55_64	unknown (55-64)	Renew	Renew  Party	1923371311278106	Facebook	132	1	7334	1836	94	12
u55_64	unknown (55-64)	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	85	1	7201	3096	65	15
u55_64	unknown (55-64)	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	101	1	7149	2963	35	8
u55_64	unknown (55-64)	London Conservatives	London Conservatives	660899050767643	Facebook	8	1	7046	2907	130	30
u55_64	unknown (55-64)	SPÖ	SPÖ	77393060080	Facebook	350	1	6894	2186	62	7
u55_64	unknown (55-64)	Another Europe Is Possible	Another Europe is Possible	1652149835054791	Facebook	23	1	6810	1406	57	9
u55_64	unknown (55-64)	Andy Street	The Conservative Party	625464517632792	Facebook	260	1	6738	2185	99	4
u55_64	unknown (55-64)	Vote Hoult	The Social Co. Limited	2291808890907656	Facebook	61	1	6580	1875	74	9
u55_64	unknown (55-64)	Greenpeace España	Greenpeace España	133044800622	Facebook	141	1	6381	2412	21	3
u55_64	unknown (55-64)	Property & Business Info		562032903912680	Facebook	222	1	6298	1863	98	16
u55_64	unknown (55-64)	Fotografiska Stockholm		142320852554	Facebook	9	1	6282	2698	4	0
u55_64	unknown (55-64)	Plaid Cymru	Plaid Cymru	26416930992	Facebook	10	1	6252	2532	31	7
u55_64	unknown (55-64)	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	58	1	6183	2770	14	4
u55_64	unknown (55-64)	JW3	JW3	6587671199	Facebook	16	1	6166	2254	64	13
u55_64	unknown (55-64)	Save the Children España	Save the Children España	57845333112	Facebook	19	1	6163	2970	33	8
u55_64	unknown (55-64)	Asthma UK	Asthma UK	40952091012	Facebook	13	1	6122	2734	55	12
u55_64	unknown (55-64)	Oxford Academic (Oxford University Press)		188890111132385	Facebook	6	1	5859	2564	84	17
u55_64	unknown (55-64)	Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	63	1	5815	2395	19	3
u55_64	unknown (55-64)	Un país moderno	Unidas Podemos	577723459314066	Facebook	40	1	5739	2455	40	8
u55_64	unknown (55-64)	More United	More United	618113871680733	Facebook	14	1	5473	1887	67	15
u55_64	unknown (55-64)	Le Monde		14892757589	Facebook	31	1	5418	2009	12	1
u55_64	unknown (55-64)	Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	93	1	5344	2278	21	4
u55_64	unknown (55-64)	CDU	CDU	78502295414	Facebook	555	1	5305	1234	54	1
u55_64	unknown (55-64)	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	63	1	5171	2031	96	22
u55_64	unknown (55-64)	WWF UK		311627208673	Facebook	30	1	5163	2143	42	6
u55_64	unknown (55-64)	Röda Korset		111630258867610	Facebook	44	1	5106	1463	19	6
u55_64	unknown (55-64)	Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	112	1	5096	2035	19	3
u55_64	unknown (55-64)	Saco	Saco	133910158381	Facebook	32	1	5052	1026	26	6
u55_64	unknown (55-64)	Roberta Metsola		406824526101449	Facebook	396	1	5035	1598	49	2
u55_64	unknown (55-64)	Syre		1531320107133721	Facebook	43	1	4975	1282	64	20
u55_64	unknown (55-64)	Make.org	Make.org	122037308191612	Facebook	26	1	4973	2031	52	12
u55_64	unknown (55-64)	kontrast.at	kontrast.at	1079650008770485	Facebook	98	1	4783	1795	31	9
u55_64	unknown (55-64)	SP	SP	128393027527	Facebook	114	1	4720	1767	57	10
u55_64	unknown (55-64)	Change.org		83996318078	Facebook	21	1	4716	1260	30	2
u55_64	unknown (55-64)	Co-operative Party		7569385657	Facebook	50	1	4679	1430	58	7
u55_64	unknown (55-64)	Leave.EU		794492093982367	Facebook	13	1	4661	2330	38	18
u55_64	unknown (55-64)	Socialdemokratiet		41459763029	Facebook	53	1	4647	1552	62	16
u55_64	unknown (55-64)	Greenpeace Deutschland		22541752487	Facebook	217	1	4647	1478	37	4
u55_64	unknown (55-64)	National Theatre		9212864972	Facebook	29	1	4619	1733	40	8
u55_64	unknown (55-64)	Andreas Schieder	SPÖ	290881691011354	Facebook	124	1	4573	1390	37	7
u55_64	unknown (55-64)	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	137	1	4553	1827	27	4
u55_64	unknown (55-64)	Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	142	1	4535	1530	16	1
u55_64	unknown (55-64)	More In Common		199254923808679	Facebook	3	1	4383	1925	129	44
u55_64	unknown (55-64)	Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	26	1	4355	1723	30	7
u55_64	unknown (55-64)	WeWorld Onlus		299584710061488	Facebook	109	1	4314	1646	24	4
u55_64	unknown (55-64)	Demand Better for BCP	BCP Liberal Democrats	586338961847589	Facebook	95	1	4262	1137	76	5
u55_64	unknown (55-64)	The Week Junior		799576543492660	Facebook	12	1	4245	1940	16	2
u55_64	unknown (55-64)	Open Vld	Open Vld	53668151866	Facebook	168	1	4144	1493	38	5
u55_64	unknown (55-64)	Jörgen Warborn EU-kandidat		56002955332	Facebook	82	1	4141	1071	43	11
u55_64	unknown (55-64)	Campact e.V.	Campact e.V.	82734241364	Facebook	29	1	4133	1658	34	7
u55_64	unknown (55-64)	Harald Vilimsky		547597092025909	Facebook	133	1	4114	1786	46	10
u55_64	unknown (55-64)	350.org		12185972707	Facebook	80	1	4093	934	21	2
u55_64	unknown (55-64)	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	66	1	4084	1767	18	4
u55_64	unknown (55-64)	La Prime Énergie		336155273400553	Facebook	25	1	4030	1571	35	7
u55_64	unknown (55-64)	European Greens	European Greens	141366725876424	Facebook	20	1	4021	1786	50	10
u55_64	unknown (55-64)	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	82	1	3950	1784	8	2
u55_64	unknown (55-64)	Reprieve	Reprieve	107485499287	Facebook	8	1	3912	1269	28	7
u55_64	unknown (55-64)	DéFI	DéFI	173518112695794	Facebook	126	1	3875	878	32	2
u55_64	unknown (55-64)	Amnistía Internacional España		78151799929	Facebook	23	1	3827	1690	27	4
u55_64	unknown (55-64)	e.on		369122343101775	Facebook	25	1	3795	1380	43	12
u55_64	unknown (55-64)	Dan Lok		998837360158985	Facebook	51	1	3735	1492	144	35
u55_64	unknown (55-64)	Primes écologique		152399322377561	Facebook	19	1	3700	1557	44	9
u55_64	unknown (55-64)	Animal Equality UK		2047806148766050	Facebook	4	1	3687	1762	32	15
u55_64	unknown (55-64)	Microsoft Education		171047642947607	Facebook	6	1	3656	1431	32	6
u55_64	unknown (55-64)	Mon Homéo Mon Choix		1643185362449069	Facebook	22	1	3605	1432	35	7
u55_64	unknown (55-64)	Care2		25852730092	Facebook	13	1	3605	1516	45	8
u55_64	unknown (55-64)	Lizette Risgaard		547601668763372	Facebook	65	1	3604	1279	41	10
u55_64	unknown (55-64)	Labour South East	The Labour Party.	123817579216	Facebook	23	1	3589	1440	51	14
u55_64	unknown (55-64)	Referendum Commission		580832208630212	Facebook	22	1	3576	1558	31	6
u55_64	unknown (55-64)	Hargreaves Lansdown		139193179458411	Facebook	44	1	3570	811	55	3
u55_64	unknown (55-64)	Unionen		175656912484553	Facebook	22	1	3552	1684	22	5
u55_64	unknown (55-64)	En Comú Podem	En Comú Podem	463627663844039	Facebook	45	1	3546	1519	13	3
u55_64	unknown (55-64)	Momentum	Momentum	155710354774360	Facebook	17	1	3536	827	31	5
u55_64	unknown (55-64)	Moderaterna	Moderaterna	7719591155	Facebook	90	1	3528	792	35	8
u55_64	unknown (55-64)	WWF Scotland	WWF Scotland	143664152344192	Facebook	10	1	3527	1594	22	7
u55_64	unknown (55-64)	European Parliament in the UK	European Parliament in the UK	310175149000473	Facebook	9	1	3521	1201	19	4
u55_64	unknown (55-64)	Medici Senza Frontiere		65737832194	Facebook	22	1	3511	1466	14	5
