advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	w019	Week 19	RO	Romania	109	1	14673020	6420174	33989	7129
România în primul rând	Future Innovation	770704223323599	Facebook	w019	Week 19	RO	Romania	54	1	14633981	6473853	14252	3600
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	w019	Week 19	RO	Romania	32	1	9544273	4439325	18754	6806
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	w019	Week 19	RO	Romania	59	1	6951197	3072343	14010	3904
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	w019	Week 19	RO	Romania	27	1	4769122	2237655	7424	2028
RMDSZ	RMDSZ	102601499822802	Facebook	w019	Week 19	RO	Romania	83	1	2865630	903864	4888	1057
Romania #nuepsd	Future Innovation	293215748279337	Facebook	w019	Week 19	RO	Romania	4	1	2758308	1337489	1058	382
European Parliament		178362315106	Facebook	w019	Week 19	RO	Romania	6	1	2382870	1182268	12981	2704
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	w019	Week 19	RO	Romania	18	1	2355081	1083834	10559	2161
Politice.net	politice.net	2546711162025064	Facebook	w019	Week 19	RO	Romania	10	1	1630551	810277	1697	332
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	w019	Week 19	RO	Romania	8	1	1406598	653307	5643	1141
PSD Galati	Partidul Social Democrat Galati	1585170161775563	Facebook	w019	Week 19	RO	Romania	12	1	1282248	586557	4563	1223
Litere.net	litere.net	1504323906337545	Facebook	w019	Week 19	RO	Romania	8	1	1164270	567395	1552	305
Traian Băsescu	Partidul Mișcarea Populară	361235817223309	Facebook	w019	Week 19	RO	Romania	6	1	1003329	420416	754	147
USR Dolj	Uniunea Salvați România	109556372802910	Facebook	w019	Week 19	RO	Romania	20	1	904553	307497	1765	592
Declic	Declic	686190454826244	Facebook	w019	Week 19	RO	Romania	15	1	851048	359442	2297	826
Aresel		292847028010932	Facebook	w019	Week 19	RO	Romania	8	1	707126	279426	1071	158
USR Brașov	Uniunea Salvați România	1723480164579572	Facebook	w019	Week 19	RO	Romania	5	1	631028	278015	511	236
Kelemen Hunor	RMDSZ	175293925828191	Facebook	w019	Week 19	RO	Romania	18	1	602817	156166	1160	204
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	w019	Week 19	RO	Romania	4	1	558139	242857	980	192
USR Sector 5	Uniunea Salvați România	1460571894265803	Facebook	w019	Week 19	RO	Romania	69	1	549528	203701	909	153
USR Vaslui	Uniunea Salvați România	526411640878009	Facebook	w019	Week 19	RO	Romania	34	1	531927	119660	818	102
USR Arad	Uniunea Salvați Romania	1210260295704425	Facebook	w019	Week 19	RO	Romania	13	1	531630	202839	1914	426
Departamentul pentru Muncă și Justiție Socială	Partidul Social Democrat	1975738806067717	Facebook	w019	Week 19	RO	Romania	1	1	499996	199998	104	21
European Greens		141366725876424	Facebook	w019	Week 19	RO	Romania	2	1	463111	231555	490	231
