country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HU	Hungary	0_50	0 - 50	4434	1473	35429171	10514549	79292	13129
HU	Hungary	50_100	50 - 100	2997	754	21482950	7538153	47221	9348
HU	Hungary	100_1k	100 - 1k	1814	361	97256297	43906268	206220	86597
HU	Hungary	1k_5k	1k - 5k	145	50	23293658	11172618	84622	30086
HU	Hungary	5k_10k	5k - 10k	7	6	27435	13718	461	149
HU	Hungary	10k_50k	10k - 50k	1	1	8472	4236	377	75
