week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-13	IE	Ireland	342	114	940591	304922	5718	598
w019	Week 19	2019-05-06	2019-05-12	IE	Ireland	740	165	10157425	3423039	62165	9040
w018	Week 18	2019-04-29	2019-05-05	IE	Ireland	784	203	9418048	3456833	63316	9302
w017	Week 17	2019-04-22	2019-04-28	IE	Ireland	740	208	6296014	2432159	32112	4254
w016	Week 16	2019-04-15	2019-04-21	IE	Ireland	712	228	4369490	1775670	23547	3562
w015	Week 15	2019-04-08	2019-04-14	IE	Ireland	900	342	3025512	1183372	19728	2990
w014	Week 14	2019-04-01	2019-04-07	IE	Ireland	725	312	2234108	866265	19888	3115
w013	Week 13	2019-03-25	2019-03-31	IE	Ireland	634	276	2567360	829234	16667	1862
w012	Week 12	2019-03-18	2019-03-24	IE	Ireland	657	243	2424473	809371	19987	2022
w011	Week 11	2019-03-11	2019-03-17	IE	Ireland	316	157	1289156	489842	9816	1520
w010	Week 10	2019-03-04	2019-03-10	IE	Ireland	305	137	1119422	431181	6861	961
w009	Week 9	2019-02-25	2019-03-03	IE	Ireland	179	92	359412	85008	2646	124
w008	Week 8	2019-02-18	2019-02-24	IE	Ireland	144	65	197178	60054	1522	95
w007	Week 7	2019-02-11	2019-02-17	IE	Ireland	110	59	160147	45814	1934	201
w006	Week 6	2019-02-04	2019-02-10	IE	Ireland	102	54	211494	82322	2380	181
w005	Week 5	2019-01-28	2019-02-03	IE	Ireland	119	48	105026	28174	1063	36
w004	Week 4	2019-01-21	2019-01-27	IE	Ireland	90	37	36855	8752	733	20
w003	Week 3	2019-01-14	2019-01-20	IE	Ireland	103	42	141008	39143	1006	49
w002	Week 2	2019-01-07	2019-01-13	IE	Ireland	65	35	85509	23444	514	19
w001	Week 1	2019-01-01	2019-01-06	IE	Ireland	51	24	41446	17978	355	40
