recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	FI	Finland	799	122	1239986	291975	26642	1072
rd2	Last 2 days	2019-05-11	2019-05-12	FI	Finland	898	127	2535500	598172	53721	2210
rd3	Last 3 days	2019-05-10	2019-05-12	FI	Finland	958	135	3742125	910453	67359	3415
rd4	Last 4 days	2019-05-09	2019-05-12	FI	Finland	1002	142	5071281	1253241	81323	4840
rd5	Last 5 days	2019-05-08	2019-05-12	FI	Finland	1064	145	6070938	1499783	93240	5982
rd6	Last 6 days	2019-05-07	2019-05-12	FI	Finland	1128	152	7705038	2101641	108304	7778
rw1	Last week	2019-05-06	2019-05-12	FI	Finland	1184	156	9316933	2717238	123093	9553
rw2	Last 2 weeks	2019-04-29	2019-05-12	FI	Finland	1501	208	18508186	6554461	205777	32433
rw3	Last 3 weeks	2019-04-22	2019-05-12	FI	Finland	1716	250	21127756	7555944	233579	38890
rw4	Last 4 weeks	2019-04-15	2019-05-12	FI	Finland	2024	334	22643851	8030090	252484	41838
rm1	Last month	2019-04-13	2019-05-12	FI	Finland	2650	516	27750239	9789870	303668	51032
rm2	Last 2 months	2019-03-14	2019-05-12	FI	Finland	4562	996	61726276	21665471	630348	102474
rm3	Last 3 months	2019-02-12	2019-05-12	FI	Finland	4999	1077	64797624	22632845	664081	105199
rm6	Last 6 months	2019-01-01	2019-05-12	FI	Finland	5250	1108	66549466	23242605	682184	106825
