advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Evropski parlament Slovenija	Evropski parlament Slovenija	183314631692914	Facebook	0_50	0 - 50	SI	Slovenia	140	1	2342857	662790	13815	0
Romana Tomc		1025408990823719	Facebook	0_50	0 - 50	SI	Slovenia	21	1	832253	172427	2072	0
SDS - Slovenska demokratska stranka	SDS - Slovenska demokratska stranka	30790585231	Facebook	0_50	0 - 50	SI	Slovenia	41	1	800455	234267	4046	0
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	0_50	0 - 50	SI	Slovenia	68	1	603944	158481	6709	0
Milan Zver	SDS - Slovenska demokratska stranka	279397488827904	Facebook	0_50	0 - 50	SI	Slovenia	28	1	559979	175348	2762	0
Franc Bogovič		288826994603012	Facebook	0_50	0 - 50	SI	Slovenia	10	1	468361	129512	986	0
European Parliament		178362315106	Facebook	0_50	0 - 50	SI	Slovenia	15	1	390225	137660	1382	0
Stranka LMŠ	Stranka LMŠ	1688472281270558	Facebook	0_50	0 - 50	SI	Slovenia	17	1	316993	74766	1677	0
Siemens Slovenija		393074441061448	Facebook	0_50	0 - 50	SI	Slovenia	11	1	275130	54828	1085	0
Tanja Fajon	Socialni demokrati (SD)	73452413740	Facebook	0_50	0 - 50	SI	Slovenia	6	1	250112	49824	591	0
Neva Grašič		2235496013147745	Facebook	0_50	0 - 50	SI	Slovenia	13	1	210329	50841	1282	0
Urša Zgojznik	Lista Povežimo se	2264632877141356	Facebook	0_50	0 - 50	SI	Slovenia	9	1	190372	46848	887	0
Janez Janša	SDS - Slovenska demokratska stranka	32585228571	Facebook	0_50	0 - 50	SI	Slovenia	3	1	104670	20934	296	0
SAB - Stranka Alenke Bratušek		242210245976248	Facebook	0_50	0 - 50	SI	Slovenia	3	1	104554	20911	295	0
DOM - Domovinska liga		571044543390810	Facebook	0_50	0 - 50	SI	Slovenia	8	1	99664	28906	789	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	0_50	0 - 50	SI	Slovenia	32	1	94377	31054	306	0
Pravična trgovina Slovenija	Zavod za pravično trgovino, 3MUHE	526186704085625	Facebook	0_50	0 - 50	SI	Slovenia	58	1	85674	6978	5724	0
Greenpeace Slovenija		195508530477478	Facebook	0_50	0 - 50	SI	Slovenia	11	1	80736	17943	1085	0
Patricija Šulin		1541413339429015	Facebook	0_50	0 - 50	SI	Slovenia	6	1	75757	17943	592	0
Levica	Levica	285304408294792	Facebook	0_50	0 - 50	SI	Slovenia	18	1	62786	13956	1776	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	0_50	0 - 50	SI	Slovenia	19	1	61472	28227	55	0
European Commission		107898832590939	Facebook	0_50	0 - 50	SI	Slovenia	2	1	59766	14942	197	0
Sensilab.si		384202598293956	Facebook	0_50	0 - 50	SI	Slovenia	4	1	56818	10965	394	0
Angelika Mlinar		253355901456286	Facebook	0_50	0 - 50	SI	Slovenia	1	1	49843	9968	98	0
NSi		111314452327761	Facebook	0_50	0 - 50	SI	Slovenia	1	1	49843	9968	98	0
Ta teden z Juretom Godlerjem		1585328878380866	Facebook	0_50	0 - 50	SI	Slovenia	1	1	49843	9968	98	0
Gašper Ferjan		405727836160839	Facebook	0_50	0 - 50	SI	Slovenia	1	1	49827	9965	98	0
Kialo		729627343834501	Facebook	0_50	0 - 50	SI	Slovenia	81	1	48260	10163	132	0
Milan Brglez	Socialni demokrati (SD)	1874547136091318	Facebook	0_50	0 - 50	SI	Slovenia	6	1	31538	11891	564	0
Povežimo se	Povežimo se	1212524292238625	Facebook	0_50	0 - 50	SI	Slovenia	3	1	24919	10965	296	0
EEA and Norway Grants		70937137362	Facebook	0_50	0 - 50	SI	Slovenia	1	1	22733	9093	4	0
Dnevnik		91741216297	Facebook	0_50	0 - 50	SI	Slovenia	2	1	19935	9968	197	0
Žiga Turk		352586381292	Facebook	0_50	0 - 50	SI	Slovenia	2	1	19935	9968	197	0
Matjaž Nemec		642148249206716	Facebook	0_50	0 - 50	SI	Slovenia	3	1	19920	6974	295	0
Civilna iniciativa za varovano mejo		1659523027526638	Facebook	0_50	0 - 50	SI	Slovenia	3	1	19912	6967	295	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	0_50	0 - 50	SI	Slovenia	22	1	18080	7311	42	0
Strokovno Združenje Profesionalnih Čebelarjev		1922724991297940	Facebook	0_50	0 - 50	SI	Slovenia	1	1	14849	7424	14	0
Minority SafePack		532492010145546	Facebook	0_50	0 - 50	SI	Slovenia	13	1	12583	3353	120	0
Coconut Bowls		451945511677873	Facebook	0_50	0 - 50	SI	Slovenia	68	1	11143	2866	64	0
Portal-os.si		1850048418647841	Facebook	0_50	0 - 50	SI	Slovenia	3	1	10962	1993	296	0
Notranjska.si		171878656806593	Facebook	0_50	0 - 50	SI	Slovenia	3	1	10581	1924	254	0
Socialni demokrati Maribor		157307490946817	Facebook	0_50	0 - 50	SI	Slovenia	1	1	9967	4984	98	0
Časopis Slovenec		240130223029252	Facebook	0_50	0 - 50	SI	Slovenia	1	1	9967	4984	98	0
Airocide Slovenija		215215525900844	Facebook	0_50	0 - 50	SI	Slovenia	2	1	9966	1993	197	0
Europe Direct Novo mesto		124247041082787	Facebook	0_50	0 - 50	SI	Slovenia	2	1	9966	1993	197	0
Jožef Lenart - za dostojno življenje in učinkovito državo		584983085168985	Facebook	0_50	0 - 50	SI	Slovenia	1	1	9965	4983	98	0
4kidsandus		905540789497073	Facebook	0_50	0 - 50	SI	Slovenia	1	1	9964	4982	98	0
Adijo NATO		265628680801942	Facebook	0_50	0 - 50	SI	Slovenia	1	1	9961	4981	98	0
European Young Leaders - EYL40		227054030686626	Facebook	0_50	0 - 50	SI	Slovenia	1	1	9508	1901	18	0
Pomurske-novice.si		1876073329306424	Facebook	0_50	0 - 50	SI	Slovenia	2	1	5979	996	197	0
VerlagDashofer		100333292570	Facebook	0_50	0 - 50	SI	Slovenia	2	1	5967	994	197	0
On Your Sleeve	ON YOUR SLEEVE	247943179229148	Facebook	0_50	0 - 50	SI	Slovenia	15	1	5169	1558	19	0
Stoke Travel		193334324519	Facebook	0_50	0 - 50	SI	Slovenia	1	1	5109	2554	5	0
IGEN (House of Art and Dance Theatre, Celje)		118310228318840	Facebook	0_50	0 - 50	SI	Slovenia	1	1	4983	996	98	0
Mreža za podeželje		285876718222908	Facebook	0_50	0 - 50	SI	Slovenia	1	1	4983	996	98	0
KOA Bistro & Bar		388929465175209	Facebook	0_50	0 - 50	SI	Slovenia	1	1	4983	996	98	0
ClimateLaunchpad		409247052548629	Facebook	0_50	0 - 50	SI	Slovenia	1	1	4983	996	98	0
Dr. Jernej Štromajer		233559380524262	Facebook	0_50	0 - 50	SI	Slovenia	1	1	4983	996	98	0
Kinodvor. Mestni Kino.		189671414402679	Facebook	0_50	0 - 50	SI	Slovenia	1	1	4983	996	98	0
Moja Dolenjska		156501658185458	Facebook	0_50	0 - 50	SI	Slovenia	1	1	4983	996	98	0
Časnik.si - Spletni magazin z mero		123999554286896	Facebook	0_50	0 - 50	SI	Slovenia	1	1	4983	996	98	0
SASA-novice.si		1754444424882162	Facebook	0_50	0 - 50	SI	Slovenia	1	1	4983	996	98	0
Maja Grilc		1604249282932397	Facebook	0_50	0 - 50	SI	Slovenia	1	1	4983	996	98	0
mag. Dejan Židan		106631122859687	Facebook	0_50	0 - 50	SI	Slovenia	1	1	4983	996	98	0
Plus500		383159204571	Facebook	0_50	0 - 50	SI	Slovenia	2	1	4469	1124	13	0
Pela Case		119283008140727	Facebook	0_50	0 - 50	SI	Slovenia	10	1	4017	803	5	0
World Youth Academy		155365641152627	Facebook	0_50	0 - 50	SI	Slovenia	4	1	3772	754	28	0
