recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-07	2019-05-07	SI	Slovenia	206	40	455727	164929	1981	89
rd2	Last 2 days	2019-05-06	2019-05-07	SI	Slovenia	211	42	942706	343608	4100	204
rd3	Last 3 days	2019-05-05	2019-05-07	SI	Slovenia	224	46	1440001	525563	6311	333
rd4	Last 4 days	2019-05-04	2019-05-07	SI	Slovenia	240	46	2225531	821247	9117	713
rd5	Last 5 days	2019-05-03	2019-05-07	SI	Slovenia	263	52	2815779	1031247	11584	1018
rd6	Last 6 days	2019-05-02	2019-05-07	SI	Slovenia	296	61	3387066	1228053	14406	1299
rw1	Last week	2019-05-01	2019-05-07	SI	Slovenia	313	68	3944579	1415390	17158	1580
rw2	Last 2 weeks	2019-04-24	2019-05-07	SI	Slovenia	544	107	8498020	3250542	43032	5692
rw3	Last 3 weeks	2019-04-17	2019-05-07	SI	Slovenia	664	147	9352397	3497704	47140	5834
rw4	Last 4 weeks	2019-04-10	2019-05-07	SI	Slovenia	930	216	10511891	3926862	52683	6369
rm1	Last month	2019-04-08	2019-05-07	SI	Slovenia	1009	245	10915133	4084203	54433	6661
rm2	Last 2 months	2019-03-09	2019-05-07	SI	Slovenia	1533	417	13673447	5001231	66536	7813
rm3	Last 3 months	2019-02-07	2019-05-07	SI	Slovenia	1733	456	14130310	5149195	68885	7959
rm6	Last 6 months	2019-01-01	2019-05-07	SI	Slovenia	1827	479	14376997	5215374	69849	8015
