recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	NL	Netherlands	763	144	1843740	769306	13426	2524
rd2	Last 2 days	2019-05-12	2019-05-13	NL	Netherlands	802	158	3961412	1671444	28379	5403
rd3	Last 3 days	2019-05-11	2019-05-13	NL	Netherlands	890	172	6319006	2660445	45812	8855
rd4	Last 4 days	2019-05-10	2019-05-13	NL	Netherlands	958	184	8898934	3722295	64930	12474
rd5	Last 5 days	2019-05-09	2019-05-13	NL	Netherlands	1033	196	12605899	5311996	94369	18431
rd6	Last 6 days	2019-05-08	2019-05-13	NL	Netherlands	1082	205	15158497	6407964	114098	22944
rw1	Last week	2019-05-07	2019-05-13	NL	Netherlands	1142	214	17875422	7561438	136293	27445
rw2	Last 2 weeks	2019-04-30	2019-05-13	NL	Netherlands	1699	330	30766090	12915650	241478	50524
rw3	Last 3 weeks	2019-04-23	2019-05-13	NL	Netherlands	2038	409	36392853	15148420	283303	59688
rw4	Last 4 weeks	2019-04-16	2019-05-13	NL	Netherlands	2533	514	48797094	19964795	380794	78155
rm1	Last month	2019-04-14	2019-05-13	NL	Netherlands	2773	585	51208712	20937410	400402	81645
rm2	Last 2 months	2019-03-15	2019-05-13	NL	Netherlands	4958	1253	86175235	34223203	723126	139614
rm3	Last 3 months	2019-02-13	2019-05-13	NL	Netherlands	5879	1409	102525764	40555172	849189	161393
rm6	Last 6 months	2019-01-01	2019-05-13	NL	Netherlands	6183	1463	108862389	42950162	893973	170740
