advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Rädda Barnen		72659261793	Facebook	100_1k	100 - 1k	SE	Sweden	173	1	7577042	2665963	73404	19961
Plan International Sverige		382243262003	Facebook	100_1k	100 - 1k	SE	Sweden	118	1	6588574	2420002	54581	14251
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	100_1k	100 - 1k	SE	Sweden	102	1	3955409	1326156	55150	16309
Centerpartiet	Centerpartiet	12690894340	Facebook	100_1k	100 - 1k	SE	Sweden	90	1	3944473	1475643	50108	12245
Vattenfall Sverige		608975645850217	Facebook	100_1k	100 - 1k	SE	Sweden	22	1	2700735	1186433	36486	8130
EU-kommissionen i Sverige		155824787799	Facebook	100_1k	100 - 1k	SE	Sweden	12	1	2566969	1216824	10496	2932
Liberalerna	Liberalerna	132266740623	Facebook	100_1k	100 - 1k	SE	Sweden	31	1	2405527	1008330	14918	4373
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	100_1k	100 - 1k	SE	Sweden	23	1	2378138	1050165	24802	6072
European Parliament		178362315106	Facebook	100_1k	100 - 1k	SE	Sweden	26	1	1853875	821538	11990	4204
Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	100_1k	100 - 1k	SE	Sweden	26	1	1843850	748751	15376	6687
Facebook Nordic	Facebook	334318366655425	Facebook	100_1k	100 - 1k	SE	Sweden	4	1	1778373	889187	8234	1646
Moderaterna	Moderaterna	7719591155	Facebook	100_1k	100 - 1k	SE	Sweden	56	1	1599727	409941	15738	3703
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	100_1k	100 - 1k	SE	Sweden	25	1	1491738	550608	13170	3190
Fotografiska Stockholm		142320852554	Facebook	100_1k	100 - 1k	SE	Sweden	4	1	1388656	611009	1028	205
Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	100_1k	100 - 1k	SE	Sweden	12	1	1355571	583377	10958	2469
LO Sverige		163820136238	Facebook	100_1k	100 - 1k	SE	Sweden	7	1	1355506	611086	11010	3035
Sverige för UNHCR		643137272398136	Facebook	100_1k	100 - 1k	SE	Sweden	21	1	1355453	511088	8539	2263
Jörgen Warborn EU-kandidat		56002955332	Facebook	100_1k	100 - 1k	SE	Sweden	44	1	1166421	308286	12651	3086
Miljöpartiet de gröna	Miljöpartiet de gröna	34780126150	Facebook	100_1k	100 - 1k	SE	Sweden	8	1	1144617	550081	6328	1543
Skandia		139767876088719	Facebook	100_1k	100 - 1k	SE	Sweden	3	1	1130569	516308	3874	1319
ICA		98330067937	Facebook	100_1k	100 - 1k	SE	Sweden	3	1	1055328	427686	2108	977
Unionen		175656912484553	Facebook	100_1k	100 - 1k	SE	Sweden	18	1	1027696	432201	10442	3755
Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	100_1k	100 - 1k	SE	Sweden	27	1	971296	310888	7604	1798
Tretti		250791121791	Facebook	100_1k	100 - 1k	SE	Sweden	5	1	928930	405778	2754	574
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	100_1k	100 - 1k	SE	Sweden	39	1	883161	191632	10028	2006
