advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	u	unknown	EE	Estonia	6	1	7764	3681	18	3
European Parliament		178362315106	Facebook	u	unknown	EE	Estonia	20	1	6152	2508	67	13
Veriff		959442754113350	Facebook	u	unknown	EE	Estonia	3	1	5260	2280	8	1
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	u	unknown	EE	Estonia	6	1	4877	2098	10	3
Kialo		729627343834501	Facebook	u	unknown	EE	Estonia	352	1	4427	1672	31	7
Urmas Paet	Paet Urmas	223092011815453	Facebook	u	unknown	EE	Estonia	24	1	3900	874	12	0
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	u	unknown	EE	Estonia	45	1	3014	852	19	0
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	u	unknown	EE	Estonia	16	1	2451	710	6	0
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	u	unknown	EE	Estonia	17	1	2036	790	13	1
Isamaa erakond		321163977576	Facebook	u	unknown	EE	Estonia	1	1	1033	516	2	0
Jaak Madison	Madison Jaak	536519246456733	Facebook	u	unknown	EE	Estonia	7	1	720	162	2	0
Pepe Mardiste		1436271733110292	Facebook	u	unknown	EE	Estonia	1	1	578	115	1	0
Triin Saag	Saag Triin	2012394932389774	Facebook	u	unknown	EE	Estonia	12	1	490	118	7	0
Tartumaa Rohelised		1353771811435346	Facebook	u	unknown	EE	Estonia	1	1	454	90	0	0
Yoko Alender		709212302463805	Facebook	u	unknown	EE	Estonia	20	1	448	140	10	0
Johannes Kert		376562696439825	Facebook	u	unknown	EE	Estonia	1	1	335	67	3	0
Sosialidemokraatit SDP		108945982480217	Facebook	u	unknown	EE	Estonia	4	1	295	125	1	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	u	unknown	EE	Estonia	28	1	264	124	0	0
European Greens		141366725876424	Facebook	u	unknown	EE	Estonia	3	1	260	127	1	0
Civil Liberties Union for Europe		1424938757739868	Facebook	u	unknown	EE	Estonia	1	1	251	50	0	0
Raimond Kaljulaid		1084372461606422	Facebook	u	unknown	EE	Estonia	2	1	238	46	2	0
Maria Kaljuste - Maria from Estonia		1587214418196564	Facebook	u	unknown	EE	Estonia	1	1	238	47	0	0
Riho Terras		2217643278496367	Facebook	u	unknown	EE	Estonia	2	1	230	54	0	0
Keskkonnaministeerium		274848805895621	Facebook	u	unknown	EE	Estonia	1	1	229	45	0	0
Eestimaa Rohelised		109605679062900	Facebook	u	unknown	EE	Estonia	7	1	212	39	4	0
