day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d107	2019-04-17	AT	Austria	SPÖ	SPÖ	77393060080	Facebook	205	1	176521	61005	1549	164
d107	2019-04-17	AT	Austria	kontrast.at	kontrast.at	1079650008770485	Facebook	25	1	168806	70738	811	193
d107	2019-04-17	AT	Austria	Europäisches Parlament Österreich		124468054313069	Facebook	34	1	144773	60088	538	197
d107	2019-04-17	AT	Austria	Claudia Gamon	NEOS	447992848717452	Facebook	3	1	109996	51999	696	99
d107	2019-04-17	AT	Austria	HC Strache	FPÖ	74865038590	Facebook	1	1	99999	49999	499	250
d107	2019-04-17	AT	Austria	Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	289	1	81811	24579	1010	20
d107	2019-04-17	AT	Austria	Harald Vilimsky		547597092025909	Facebook	17	1	74825	26154	520	124
d107	2019-04-17	AT	Austria	Die Grünen	Die Grünen	21759893033	Facebook	5	1	66738	24601	650	128
d107	2019-04-17	AT	Austria	Wochenblick	Wochenblick	991628130904203	Facebook	1	1	24999	5000	49	0
d107	2019-04-17	AT	Austria	FPÖ	FPÖ	169051073236170	Facebook	1	1	24999	5000	249	50
d107	2019-04-17	AT	Austria	Niko Swatek	NEOS Steiermark	424384408037670	Facebook	2	1	19165	3833	82	0
d107	2019-04-17	AT	Austria	Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	2	1	16999	6833	19	3
d107	2019-04-17	AT	Austria	Amnesty International Austria		30925241455	Facebook	7	1	15504	3601	99	0
d107	2019-04-17	AT	Austria	Heumilch		184745071568863	Facebook	1	1	14705	5882	29	14
d107	2019-04-17	AT	Austria	Zalando		451619258340545	Facebook	1	1	14285	7142	71	35
d107	2019-04-17	AT	Austria	GPA-djp	GPA-djp	214499840736	Facebook	2	1	9090	1818	17	0
d107	2019-04-17	AT	Austria	Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	43	1	8614	1769	210	0
d107	2019-04-17	AT	Austria	Grüne Jugend Oberösterreich		147174679238179	Facebook	2	1	8499	1666	33	0
d107	2019-04-17	AT	Austria	Freiheitliches Bildungsinstitut		2078696619076584	Facebook	1	1	8332	4166	83	41
d107	2019-04-17	AT	Austria	Stephan Pernkopf		530256460340682	Facebook	29	1	7154	1277	147	11
d107	2019-04-17	AT	Austria	Klang der Solidarität		385076005313967	Facebook	33	1	7091	2782	11	0
d107	2019-04-17	AT	Austria	Andreas Schieder	SPÖ	290881691011354	Facebook	10	1	6275	1631	33	1
d107	2019-04-17	AT	Austria	Evelyn Regner	SPÖ	291746820967544	Facebook	1	1	6249	1250	12	0
d107	2019-04-17	AT	Austria	FSG - Fraktion Sozialdemokratischer GewerkschafterInnen	GewerkschafterInnen in der SPÖ	364093897023468	Facebook	1	1	6249	1250	62	12
d107	2019-04-17	AT	Austria	SPÖ Oberösterreich	SPÖ Oberösterreich	208930355786005	Facebook	10	1	6145	1433	44	2
