spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	HU	Hungary	4752	1505	39703836	11965668	85332	14466
50_100	50 - 100	HU	Hungary	3152	785	25599574	9096317	53771	10658
100_1k	100 - 1k	HU	Hungary	1986	379	107537849	48525646	231108	97082
1k_5k	1k - 5k	HU	Hungary	155	53	25395234	12081801	92770	33320
5k_10k	5k - 10k	HU	Hungary	7	6	27435	13718	461	149
10k_50k	10k - 50k	HU	Hungary	1	1	8472	4236	377	75
