region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
abruzzo	Abruzzo	IT	Italy	1466	291	847328	259717	7166	324
aosta_valley	Aosta Valley	IT	Italy	1440	265	70549	16863	600	1
basilicata	Basilicata	IT	Italy	1395	266	574841	204295	3421	408
calabria	Calabria	IT	Italy	1482	285	1146377	384157	5631	701
campania	Campania	IT	Italy	1619	313	9359469	3315315	43821	5498
emilia_romagna	Emilia-Romagna	IT	Italy	2110	396	12573992	4139684	83001	7447
friuli_venezia_giulia	Friuli-Venezia Giulia	IT	Italy	1467	292	1365063	337029	11524	768
lazio	Lazio	IT	Italy	1818	336	10170443	3542248	57192	5662
liguria	Liguria	IT	Italy	1763	322	2302481	697733	16569	1275
lombardia	Lombardia	IT	Italy	2359	422	19433212	6799693	122560	15748
marche	Marche	IT	Italy	1652	312	1536888	491533	13937	682
molise	Molise	IT	Italy	1336	258	178961	41625	548	23
piedmont	Piedmont	IT	Italy	2230	380	13115628	4102389	95615	11141
puglia	Puglia	IT	Italy	1553	294	4055841	1350176	21852	2007
sardinia	Sardinia	IT	Italy	1276	244	1140014	399683	6443	288
sicilia	Sicilia	IT	Italy	1370	273	7571858	2465270	37039	4044
trentino_alto_adige	Trentino-Alto Adige	IT	Italy	1477	293	3569062	959367	19847	1419
tuscany	Tuscany	IT	Italy	1932	366	7957266	2593294	55382	3751
umbria	Umbria	IT	Italy	1578	311	2339951	681852	13684	745
veneto	Veneto	IT	Italy	1889	377	9426427	3423022	66258	6972
