country_code_filter	country_name_filter	impression_code	impression_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ES	Spain	0_1k	0 - 1k	10851	694	10048886	0	994250	0
ES	Spain	1k_5k	1k - 5k	5971	869	26033869	5207815	513997	114
ES	Spain	5k_10k	5k - 10k	2256	534	18546936	9274395	186765	983
ES	Spain	10k_50k	10k - 50k	3572	688	132696183	26539767	512185	63244
ES	Spain	50k_100k	50k - 100k	885	252	58865709	29433149	269099	59987
ES	Spain	100k_200k	100k - 200k	563	168	73167742	36584054	272152	87634
ES	Spain	200k_500k	200k - 500k	435	137	131349798	52540024	671889	160542
ES	Spain	500k_1m	500k - 1m	173	65	108398633	54199371	606469	153712
