country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
UK	United Kingdom	w020	Week 20	2019-05-13	2019-05-13	2012	269	4190932	1415647	60530	6664
UK	United Kingdom	w019	Week 19	2019-05-06	2019-05-12	3820	586	39394959	13982367	545299	70658
UK	United Kingdom	w018	Week 18	2019-04-29	2019-05-05	7169	1438	59687895	19905989	922829	114727
UK	United Kingdom	w017	Week 17	2019-04-22	2019-04-28	5707	1238	43504660	14537461	602471	74317
UK	United Kingdom	w016	Week 16	2019-04-15	2019-04-21	4361	1164	25529658	8060705	371376	34740
UK	United Kingdom	w015	Week 15	2019-04-08	2019-04-14	4659	1263	41168809	14524049	500660	71049
UK	United Kingdom	w014	Week 14	2019-04-01	2019-04-07	4228	1143	35300524	11747234	454114	62215
UK	United Kingdom	w013	Week 13	2019-03-25	2019-03-31	5302	1170	35360253	11233166	533816	62853
UK	United Kingdom	w012	Week 12	2019-03-18	2019-03-24	5562	1043	49818828	17019321	687765	87842
UK	United Kingdom	w011	Week 11	2019-03-11	2019-03-17	4071	886	38234708	12712369	429013	44370
UK	United Kingdom	w010	Week 10	2019-03-04	2019-03-10	3200	828	26688110	9075058	291907	38317
UK	United Kingdom	w009	Week 9	2019-02-25	2019-03-03	2872	768	27020608	8796369	310254	45048
UK	United Kingdom	w008	Week 8	2019-02-18	2019-02-24	3395	677	41647208	14812196	479378	66841
UK	United Kingdom	w007	Week 7	2019-02-11	2019-02-17	2147	624	20815576	7031582	208121	25243
UK	United Kingdom	w006	Week 6	2019-02-04	2019-02-10	2083	581	26288233	10125678	261430	33444
UK	United Kingdom	w005	Week 5	2019-01-28	2019-02-03	2468	536	36578804	12471473	345417	51671
UK	United Kingdom	w004	Week 4	2019-01-21	2019-01-27	2350	514	24562913	8434608	292476	42606
UK	United Kingdom	w003	Week 3	2019-01-14	2019-01-20	2295	508	28308821	9563371	302909	43635
UK	United Kingdom	w002	Week 2	2019-01-07	2019-01-13	1564	429	23223412	7373999	211502	33861
UK	United Kingdom	w001	Week 1	2019-01-01	2019-01-06	2319	328	49482658	16388271	504854	78643
