week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-16	CZ	Czechia	1714	192	13603727	4278938	48519	12097
w019	Week 19	2019-05-06	2019-05-12	CZ	Czechia	2504	206	24541045	8266147	94461	22837
w018	Week 18	2019-04-29	2019-05-05	CZ	Czechia	1467	215	15799047	5785002	56533	17300
w017	Week 17	2019-04-22	2019-04-28	CZ	Czechia	1126	205	8597998	2687212	37064	10100
w016	Week 16	2019-04-15	2019-04-21	CZ	Czechia	1005	229	10451970	3531282	38434	9327
w015	Week 15	2019-04-08	2019-04-14	CZ	Czechia	1059	318	6262323	2417461	28381	5343
w014	Week 14	2019-04-01	2019-04-07	CZ	Czechia	850	323	3315931	1159547	12688	2246
w013	Week 13	2019-03-25	2019-03-31	CZ	Czechia	597	233	3527763	1357906	15840	3367
w012	Week 12	2019-03-18	2019-03-24	CZ	Czechia	476	205	3976384	1566370	19538	4050
w011	Week 11	2019-03-11	2019-03-17	CZ	Czechia	266	122	1078283	320489	4094	757
w010	Week 10	2019-03-04	2019-03-10	CZ	Czechia	282	105	1253919	431027	2926	534
w009	Week 9	2019-02-25	2019-03-03	CZ	Czechia	136	60	261371	67270	1113	115
w008	Week 8	2019-02-18	2019-02-24	CZ	Czechia	100	49	218230	69343	804	164
w007	Week 7	2019-02-11	2019-02-17	CZ	Czechia	78	43	219317	88110	604	116
w006	Week 6	2019-02-04	2019-02-10	CZ	Czechia	71	34	210230	69801	825	161
w005	Week 5	2019-01-28	2019-02-03	CZ	Czechia	74	29	88555	30773	265	60
w004	Week 4	2019-01-21	2019-01-27	CZ	Czechia	60	28	92064	31297	278	76
w003	Week 3	2019-01-14	2019-01-20	CZ	Czechia	65	26	151044	62918	758	167
w002	Week 2	2019-01-07	2019-01-13	CZ	Czechia	46	24	46027	18197	163	47
w001	Week 1	2019-01-01	2019-01-06	CZ	Czechia	30	15	102717	51111	396	188
