advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ČSSD	ČSSD	111041662264882	Facebook	w020	Week 20	CZ	Czechia	445	1	1465555	284000	7203	1511
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	w020	Week 20	CZ	Czechia	22	1	1429984	569333	6172	1846
Andrej Babiš	ANO	214827221987263	Facebook	w020	Week 20	CZ	Czechia	14	1	969987	361666	3730	1068
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	w020	Week 20	CZ	Czechia	86	1	914702	286301	2051	470
KDU-ČSL	KDU-ČSL	251656685576	Facebook	w020	Week 20	CZ	Czechia	62	1	898719	284492	2589	655
Evropa společně	Evropa společně	535611970260854	Facebook	w020	Week 20	CZ	Czechia	35	1	755003	264306	2479	621
Roman Kriz	Kriz Roman	382745889213194	Facebook	w020	Week 20	CZ	Czechia	148	1	752858	168279	3177	667
European Greens		141366725876424	Facebook	w020	Week 20	CZ	Czechia	11	1	463894	176183	3187	570
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	w020	Week 20	CZ	Czechia	11	1	455547	158555	1079	357
Jan Zahradil	ODS - Občanská demokratická strana	400970967000022	Facebook	w020	Week 20	CZ	Czechia	24	1	446975	189999	1312	524
TOP 09	TOP 09	90002267161	Facebook	w020	Week 20	CZ	Czechia	10	1	438273	176919	2065	411
Pavel Poc	Poc Pavel	202974613060409	Facebook	w020	Week 20	CZ	Czechia	14	1	416700	159972	838	251
Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	w020	Week 20	CZ	Czechia	15	1	362592	120796	1741	469
ODS - Občanská demokratická strana		30575632699	Facebook	w020	Week 20	CZ	Czechia	4	1	255996	111000	396	77
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	w020	Week 20	CZ	Czechia	42	1	255413	91035	725	234
Olga Sehnalová	Olga Sehnalová	474594005906021	Facebook	w020	Week 20	CZ	Czechia	21	1	231395	55002	671	160
MUDr. Gabriela Pecková - TOP 09	Vondryska Jan	113755299053	Facebook	w020	Week 20	CZ	Czechia	22	1	226615	50766	905	208
Daniel Herman	Vasek Jiri	378072105614553	Facebook	w020	Week 20	CZ	Czechia	19	1	211035	59110	486	128
Ing. Jaromír Kohlíček, CSc.	Kohlicek Jaromir	162310277268109	Facebook	w020	Week 20	CZ	Czechia	36	1	179964	42000	247	27
Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	w020	Week 20	CZ	Czechia	49	1	174723	44671	423	97
Nenechme to tak	ATG Principal GROUP	224923858400165	Facebook	w020	Week 20	CZ	Czechia	10	1	167658	36333	352	90
Greenpeace Česká republika	Greenpeace Česká republika	55876739776	Facebook	w020	Week 20	CZ	Czechia	7	1	159993	40999	621	159
Starostové a nezávislí	Starostové (STAN) s regionálními partnery a TOP 09	370583064327	Facebook	w020	Week 20	CZ	Czechia	11	1	151541	58643	500	184
