advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Greenpeace Magyarország		35634348348	Facebook	0_1k	0 - 1k	HU	Hungary	39	1	38960	0	3469	0
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	0_1k	0 - 1k	HU	Hungary	35	1	34962	0	67	16
Clear-Lights.net		275503246276066	Facebook	0_1k	0 - 1k	HU	Hungary	16	1	15984	0	1409	0
MSZP Budapest	MSZP Budapest	414715951917446	Facebook	0_1k	0 - 1k	HU	Hungary	13	1	12987	0	25	8
Partizán	Gulyás Márton Ferenc	1406386486355924	Facebook	0_1k	0 - 1k	HU	Hungary	11	1	10988	0	9	1
European Parliament		178362315106	Facebook	0_1k	0 - 1k	HU	Hungary	9	1	8069	0	799	0
Farkas Gergely	Országgyűlés Hivatala Jobbik Frakció	428800467250448	Facebook	0_1k	0 - 1k	HU	Hungary	8	1	7992	0	8	1
MSZP	MSZP	115388925185513	Facebook	0_1k	0 - 1k	HU	Hungary	8	1	7992	0	9	1
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	0_1k	0 - 1k	HU	Hungary	8	1	7992	0	7	1
KDNP és Frakciója	KDNP és Frakciója	230385242742	Facebook	0_1k	0 - 1k	HU	Hungary	8	1	7537	0	8	2
Tata Jobbik	Jobbik Magyarországért Mozgalom	247207818657750	Facebook	0_1k	0 - 1k	HU	Hungary	7	1	6993	0	11	4
Jobbik Vác	Jobbik Magyarországért Mozgalom	1558675901066820	Facebook	0_1k	0 - 1k	HU	Hungary	6	1	5994	0	24	5
Dúró Dóra	Sipos 	191946490841225	Facebook	0_1k	0 - 1k	HU	Hungary	6	1	5994	0	3	0
Jobbik Törökszentmiklós	Jobbik Magyarországért Mozgalom	911053782386506	Facebook	0_1k	0 - 1k	HU	Hungary	6	1	5994	0	5	0
Napenergia		356364018429942	Facebook	0_1k	0 - 1k	HU	Hungary	6	1	5994	0	1	0
Atomcsapda	Energiaklub	1298059770281335	Facebook	0_1k	0 - 1k	HU	Hungary	6	1	5989	0	6	1
Barlabás András	Barlabás András	137851763633896	Facebook	0_1k	0 - 1k	HU	Hungary	5	1	4994	0	11	4
Jobbik Karcag	Jobbik Magyarországért Mozgalom	815734351771561	Facebook	0_1k	0 - 1k	HU	Hungary	5	1	4994	0	4	0
Liberálisok		535850009768992	Facebook	0_1k	0 - 1k	HU	Hungary	5	1	4994	0	7	1
Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	0_1k	0 - 1k	HU	Hungary	4	1	3996	0	4	1
Cinderella Store	Keppler Rebeka	377613289459605	Facebook	0_1k	0 - 1k	HU	Hungary	4	1	3996	0	6	1
Hív a klíma		345210062775489	Facebook	0_1k	0 - 1k	HU	Hungary	4	1	3996	0	2	0
Fidesz Veszprém 03		1415730128659697	Facebook	0_1k	0 - 1k	HU	Hungary	4	1	3996	0	7	2
Kreitler-Sas Máté	Kreitler-Sas Máté	1499582216806964	Facebook	0_1k	0 - 1k	HU	Hungary	4	1	3995	0	8	3
Bana Tibor	Országgyűlés Hivatala Jobbik Frakció	184890488198962	Facebook	0_1k	0 - 1k	HU	Hungary	4	1	3995	0	4	0
