advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	d104	2019-04-14	261	1	2352874	990272	11496	2347
Partido Popular	Partido Popular	72249031214	Facebook	d104	2019-04-14	283	1	2139500	553416	8675	216
European Commission		107898832590939	Facebook	d104	2019-04-14	85	1	1617366	727123	6343	1602
Un país moderno	Unidas Podemos	577723459314066	Facebook	d104	2019-04-14	45	1	1459793	656233	5684	1325
Sosialidemokraatit SDP		108945982480217	Facebook	d104	2019-04-14	88	1	1207020	493325	8795	2497
European Greens		141366725876424	Facebook	d104	2019-04-14	14	1	1127497	510166	5297	1351
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	d104	2019-04-14	2	1	1099998	550000	1279	255
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	d104	2019-04-14	6	1	802498	372500	719	348
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ		82362291274	Facebook	d104	2019-04-14	6	1	799998	366666	3998	800
Greens/EFA in the European Parliament		150527751674751	Facebook	d104	2019-04-14	28	1	786411	340880	1006	204
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	d104	2019-04-14	31	1	672091	318505	1867	481
sp.a	sp.a	57253967150	Facebook	d104	2019-04-14	85	1	630238	257512	2691	625
Vihreät - De Gröna		33722070600	Facebook	d104	2019-04-14	8	1	469109	217056	2567	1110
Podemos	Unidas Podemos	269212336568846	Facebook	d104	2019-04-14	7	1	461109	211111	1596	486
Vlaams Belang	Vlaams Belang	56605856504	Facebook	d104	2019-04-14	3	1	455127	210897	3108	621
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	d104	2019-04-14	9	1	454747	223333	1534	341
PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	d104	2019-04-14	10	1	444443	183333	2832	733
Gambrinus		146991996743	Facebook	d104	2019-04-14	3	1	416666	183333	3332	666
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	d104	2019-04-14	6	1	315831	119166	488	147
The Labour Party	The Labour Party	25749647410	Facebook	d104	2019-04-14	33	1	278884	105980	2257	505
Άννα Μισέλ Ασημακοπούλου		1394997234118853	Facebook	d104	2019-04-14	3	1	274999	115000	349	70
Harald Vilimsky	FPÖ	547597092025909	Facebook	d104	2019-04-14	16	1	265033	122196	1446	591
CGTN		565225540184937	Facebook	d104	2019-04-14	1	1	249999	125000	111	22
Banco Mundial		152914224736727	Facebook	d104	2019-04-14	3	1	241666	100000	259	51
Greenpeace International		7297163299	Facebook	d104	2019-04-14	6	1	227059	98791	304	120
