week_code_filter	week_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	FI	Finland	Sosialidemokraatit SDP		108945982480217	Facebook	59	1	171608	45408	1792	240
w020	Week 20	FI	Finland	Kokoomus	Kokoomus	201285237101	Facebook	198	1	125965	15361	6554	75
w020	Week 20	FI	Finland	Kaisa Penny		259256970891807	Facebook	9	1	62153	24361	309	40
w020	Week 20	FI	Finland	Piia Kurki	Piia Kurki	270567833058986	Facebook	11	1	42863	8433	488	48
w020	Week 20	FI	Finland	Svenska folkpartiet i Finland - RKP	Svenska folkpartiet i Finland - RKP	191883307265	Facebook	38	1	42356	17073	481	9
w020	Week 20	FI	Finland	Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	7	1	42213	8392	200	12
w020	Week 20	FI	Finland	European Greens	European Greens	141366725876424	Facebook	5	1	40894	20318	203	101
w020	Week 20	FI	Finland	Karri Ollila Europarlamenttiin 2019	Karri Ollila	300059733998436	Facebook	15	1	31826	5000	926	49
w020	Week 20	FI	Finland	Antton Rönnholm	Rekilä Piia Annikki	575908612596562	Facebook	12	1	27462	6269	470	9
w020	Week 20	FI	Finland	Petri Sarvamaa	Petri Sarvamaa	164624737027350	Facebook	5	1	20697	4139	223	37
w020	Week 20	FI	Finland	Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	6	1	17778	3456	183	12
w020	Week 20	FI	Finland	Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	2	1	16999	3333	199	33
w020	Week 20	FI	Finland	Stina Wahlsten		247410845719596	Facebook	4	1	16999	3333	132	16
w020	Week 20	FI	Finland	Mikkel Näkkäläjärvi		617733068345315	Facebook	14	1	16990	2500	692	0
w020	Week 20	FI	Finland	Aura Salla		357502994332188	Facebook	3	1	16544	3308	107	18
w020	Week 20	FI	Finland	Camilla Gunell till EU 2019		360575481205047	Facebook	6	1	16495	3149	168	15
w020	Week 20	FI	Finland	Ida Schauman	Schauman Ida Emilia Axelsdotter	1449434138617787	Facebook	47	1	15436	583	1298	0
w020	Week 20	FI	Finland	Olli Kotro Euroopan parlamenttiin 2019	Kauko Niko Aleksanteri	2211654885785838	Facebook	9	1	15292	2992	248	0
w020	Week 20	FI	Finland	Hans Adolf Ehrnrooth	Turvallinen ja vakaa Eurooppa ry	747915358921075	Facebook	7	1	14993	2000	693	0
w020	Week 20	FI	Finland	Christoffer Hällfors	Christoffer Hällfors	166764656737212	Facebook	9	1	14625	3891	121	0
w020	Week 20	FI	Finland	Jaana Ylitalo - Neuvottelijasi Euroopassa	Jaana Ylitalon eurovaalitukiryhmä	1201709293325428	Facebook	6	1	14207	2750	194	25
w020	Week 20	FI	Finland	Mirja Vehkaperä	Vehkaperä Mirja Tellervo	237130593122439	Facebook	3	1	11832	2366	152	16
w020	Week 20	FI	Finland	Henrik Wickström	Wickström 2019	448116415229902	Facebook	20	1	11371	1863	524	0
w020	Week 20	FI	Finland	Elsi Katainen		190042298268350	Facebook	2	1	11249	2250	44	0
w020	Week 20	FI	Finland	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	10	1	10268	2010	222	0
w020	Week 20	FI	Finland	Sami Säynevirta		364635700968341	Facebook	1	1	9999	2000	99	20
w020	Week 20	FI	Finland	Petra Schulze Steinen		266912807301110	Facebook	1	1	9999	2000	19	0
w020	Week 20	FI	Finland	Satu Taavitsainen	Taavitsainen Satu Johanna	803596373025380	Facebook	5	1	8497	1500	247	0
w020	Week 20	FI	Finland	Mia Haglund	Mia Haglund MEPiksi -kampanja	252498358197157	Facebook	3	1	8269	2253	44	0
w020	Week 20	FI	Finland	Teuvo Hatva - eurovaaliehdokas	Maury Aino Maija	948715928850182	Facebook	6	1	8243	1359	233	9
w020	Week 20	FI	Finland	Eurovaaliehdokas Kari Kallonen	Kallonen Kari Markku	2130226653737235	Facebook	20	1	8214	1643	162	0
w020	Week 20	FI	Finland	Mikael Ropo	Ropo Mikael Leo Olavi	286521901512868	Facebook	8	1	7818	1793	94	3
w020	Week 20	FI	Finland	Greenpeace Suomi	Greenpeace Suomi	9227859351	Facebook	11	1	6456	2125	160	0
w020	Week 20	FI	Finland	Ida-Maria Skytte	Skytte Sofia Ida-Maria	1854582881493142	Facebook	1	1	6249	1249	12	0
w020	Week 20	FI	Finland	Janika Takatalo	Takatalo Janika Emmi Kristiina	1380023342235751	Facebook	9	1	5621	2143	103	0
w020	Week 20	FI	Finland	Silja Borgarsdóttir Sandelin	Svenska folkpartiet i Finland - RKP	145265965535213	Facebook	8	1	5577	965	169	0
w020	Week 20	FI	Finland	Simo Grönroos	Gronroos Simo Juhani	445988248775782	Facebook	4	1	4999	1600	79	0
w020	Week 20	FI	Finland	Niclas Sjöskog		515822055510688	Facebook	1	1	4166	833	8	0
w020	Week 20	FI	Finland	Niko Eskelinen poliitikko	Eskelinen Niko Olavi	1337176579662419	Facebook	4	1	3665	583	132	0
w020	Week 20	FI	Finland	VIKES Viestintä ja kehitys -säätiö	Viestintä ja kehitys -säätiö	381290523932	Facebook	5	1	3641	678	91	0
w020	Week 20	FI	Finland	Martin Norrgård	Martin Norrgårds stödförening	104405313050307	Facebook	2	1	3499	700	69	0
