advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	u	unknown	LT	Lithuania	3	1	542	108	1	0
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)	TS-LKD	198988713464683	Facebook	u	unknown	LT	Lithuania	3	1	488	112	1	0
Už Ingridą	Ingrida Šimonytė	2214495192154107	Facebook	u	unknown	LT	Lithuania	6	1	442	111	4	0
European Parliament	European Parliament	178362315106	Facebook	u	unknown	LT	Lithuania	1	1	420	210	2	0
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	u	unknown	LT	Lithuania	5	1	185	37	0	0
Viktoras Uspaskich	Darbo partija	160851767470	Facebook	u	unknown	LT	Lithuania	3	1	167	33	0	0
prof. dr. Vytautas Radžvilas	prof. dr. Vytautas Radžvilas	62378591336	Facebook	u	unknown	LT	Lithuania	3	1	129	24	1	0
Tatjana Babrauskienė	LVŽS	1101509610035530	Facebook	u	unknown	LT	Lithuania	1	1	92	18	0	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	u	unknown	LT	Lithuania	1	1	59	29	0	0
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	u	unknown	LT	Lithuania	3	1	27	8	0	0
European Commission	European Commission	107898832590939	Facebook	u	unknown	LT	Lithuania	2	1	26	13	0	0
Lemiamas šuolis	Rinkimų komitetas "Lemiamas šuolis"	993853767374212	Facebook	u	unknown	LT	Lithuania	2	1	25	11	0	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	u	unknown	LT	Lithuania	2	1	12	2	0	0
Laima Mogenienė	LVŽS partija (EP rinkimų sąskaita)	334338600540343	Facebook	u	unknown	LT	Lithuania	2	1	12	2	0	0
