recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	LT	Lithuania	290	52	1081529	397487	4509	256
rd2	Last 2 days	2019-05-14	2019-05-15	LT	Lithuania	310	54	2205711	804265	9689	519
rd3	Last 3 days	2019-05-13	2019-05-15	LT	Lithuania	323	58	3130869	1153699	13546	737
rd4	Last 4 days	2019-05-12	2019-05-15	LT	Lithuania	333	62	3856245	1432023	16272	950
rd5	Last 5 days	2019-05-11	2019-05-15	LT	Lithuania	370	66	4707060	1762098	19507	1224
rd6	Last 6 days	2019-05-10	2019-05-15	LT	Lithuania	478	70	6940512	2572662	26635	1877
rw1	Last week	2019-05-09	2019-05-15	LT	Lithuania	490	74	9125523	3359450	33365	2496
rw2	Last 2 weeks	2019-05-02	2019-05-15	LT	Lithuania	686	111	21166799	7885021	71198	7943
rw3	Last 3 weeks	2019-04-25	2019-05-15	LT	Lithuania	901	148	28655964	10952651	101648	13114
rw4	Last 4 weeks	2019-04-18	2019-05-15	LT	Lithuania	1036	184	30837366	11832533	105904	13757
rm1	Last month	2019-04-16	2019-05-15	LT	Lithuania	1074	192	31000946	11898565	106603	13867
rm2	Last 2 months	2019-03-17	2019-05-15	LT	Lithuania	2019	476	38656138	14681715	138766	18339
rm3	Last 3 months	2019-02-15	2019-05-15	LT	Lithuania	2313	548	40183255	15263879	146615	18912
rm6	Last 6 months	2019-01-01	2019-05-15	LT	Lithuania	2478	583	41587803	15637415	153288	19366
