advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	rm1	Last month	LT	Lithuania	50	1	7171904	3194997	11146	2099
European Parliament		178362315106	Facebook	rm1	Last month	LT	Lithuania	15	1	6373024	2768574	31032	7419
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	rm1	Last month	LT	Lithuania	42	1	4663956	1959999	8257	1299
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	rm1	Last month	LT	Lithuania	70	1	3100908	995995	9329	600
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	rm1	Last month	LT	Lithuania	90	1	2353906	574998	9709	200
Už Ingridą	Ingrida Šimonytė	2214495192154107	Facebook	rm1	Last month	LT	Lithuania	28	1	1247971	377999	3571	199
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	rm1	Last month	LT	Lithuania	26	1	1006964	404997	4173	400
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	rm1	Last month	LT	Lithuania	14	1	872985	389999	3785	599
Liberalai	Liberalai	81004804444	Facebook	rm1	Last month	LT	Lithuania	78	1	568272	146249	7692	0
Darbo partija	Darbo partija	264116120225	Facebook	rm1	Last month	LT	Lithuania	18	1	511325	144000	1716	0
Arvydas Juozaitis	Arvydas Juozaitis	458551247900215	Facebook	rm1	Last month	LT	Lithuania	10	1	500990	130000	2189	300
Kialo		729627343834501	Facebook	rm1	Last month	LT	Lithuania	181	1	323351	123692	1471	329
Karolina Štelmokaitė	LVŽS	763068560724258	Facebook	rm1	Last month	LT	Lithuania	15	1	314984	71999	1484	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rm1	Last month	LT	Lithuania	14	1	263960	70797	906	3
Saulius Skvernelis	Saulius Skvernelis	814777171988967	Facebook	rm1	Last month	LT	Lithuania	4	1	209996	75000	796	100
European Commission		107898832590939	Facebook	rm1	Last month	LT	Lithuania	9	1	193186	86545	630	78
Laima Mogenienė	LVŽS partija (EP rinkimų sąskaita)	334338600540343	Facebook	rm1	Last month	LT	Lithuania	29	1	173944	50741	2753	0
Vilija Blinkevičiūtė	Lietuvos socialdemokratų partija - LSDP	1551002341778947	Facebook	rm1	Last month	LT	Lithuania	5	1	110995	22000	494	0
European Greens		141366725876424	Facebook	rm1	Last month	LT	Lithuania	8	1	104583	44039	484	123
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	rm1	Last month	LT	Lithuania	2	1	99998	20000	198	0
Tatjana Babrauskienė	Babrauskiene Tatjana	1101509610035530	Facebook	rm1	Last month	LT	Lithuania	3	1	64996	15999	296	0
Newcrush		365822836908807	Facebook	rm1	Last month	LT	Lithuania	2	1	59998	15000	198	0
Robertas Šarknickas		880209082011396	Facebook	rm1	Last month	LT	Lithuania	2	1	59997	15000	198	0
Investors' Forum		1330823023658838	Facebook	rm1	Last month	LT	Lithuania	3	1	59996	11999	264	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	rm1	Last month	LT	Lithuania	6	1	58711	25166	90	17
Arte		656089814494677	Facebook	rm1	Last month	LT	Lithuania	6	1	52715	24341	141	22
TNS Forum		1350664425010518	Facebook	rm1	Last month	LT	Lithuania	2	1	50998	10000	198	0
Laikykitės ten		1627943310850393	Facebook	rm1	Last month	LT	Lithuania	1	1	49999	9999	99	0
15min		40711908859	Facebook	rm1	Last month	LT	Lithuania	1	1	49998	10000	99	0
Linksmas lagaminas Vaikų Šventės		293938050813587	Facebook	rm1	Last month	LT	Lithuania	1	1	49998	10000	88	0
VoteWatch Europe		355087424564148	Facebook	rm1	Last month	LT	Lithuania	6	1	37559	16252	68	19
Jaunųjų konservatorių lyga	Vaitkevicius	269533485196	Facebook	rm1	Last month	LT	Lithuania	7	1	26993	5000	692	0
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)		198988713464683	Facebook	rm1	Last month	LT	Lithuania	3	1	24997	11000	297	0
Guardian Weekly		64525551258	Facebook	rm1	Last month	LT	Lithuania	8	1	18479	6647	35	7
Europos Parlamento biuras Lietuvoje	Europos Parlamento biuras Lietuvoje	188014250186	Facebook	rm1	Last month	LT	Lithuania	2	1	14998	6000	197	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	rm1	Last month	LT	Lithuania	2	1	14816	5808	15	2
Dream 2 Drive		1122458617876090	Facebook	rm1	Last month	LT	Lithuania	3	1	10997	2000	297	0
Baltosios pirštinės		362446500510769	Facebook	rm1	Last month	LT	Lithuania	1	1	9999	5000	99	0
Dovilas Petkus	Katelynas Martynas	666697733748899	Facebook	rm1	Last month	LT	Lithuania	2	1	9998	1999	198	0
Tomas Vytautas Raskevičius	Raskevicius Tomas Vytautas	790530451326497	Facebook	rm1	Last month	LT	Lithuania	1	1	9998	4999	99	0
European Youth Event		919232861444360	Facebook	rm1	Last month	LT	Lithuania	3	1	8223	3391	17	7
Cecilia Malmström		258966159416	Facebook	rm1	Last month	LT	Lithuania	1	1	8093	3237	16	8
European Youth		130456876990360	Facebook	rm1	Last month	LT	Lithuania	1	1	7224	3612	18	3
RuBaltic.Ru		361996777230933	Facebook	rm1	Last month	LT	Lithuania	2	1	6852	1370	9	1
Oliveras Alyvuogės		155071645154536	Facebook	rm1	Last month	LT	Lithuania	1	1	4999	1000	99	0
Liv. Li paintings	Lisauskaite Liveta	2336613579907237	Facebook	rm1	Last month	LT	Lithuania	1	1	4999	999	98	0
Talking Europe		316028505828375	Facebook	rm1	Last month	LT	Lithuania	2	1	4291	2043	20	3
ALDE Group – Liberals and Democrats in the European Parliament	ALDE Group in the European Parliament. 	123910440019	Facebook	rm1	Last month	LT	Lithuania	4	1	3505	1290	12	1
Evarvest		727603137362203	Facebook	rm1	Last month	LT	Lithuania	1	1	3277	655	64	0
Tunis Forum on Gender Equality		362993680952642	Facebook	rm1	Last month	LT	Lithuania	1	1	3120	1560	1	0
Alberto Alemanno		179635265973968	Facebook	rm1	Last month	LT	Lithuania	1	1	2908	1454	2	0
