advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partito Democratico	Partito Democratico	77034286895	Facebook	f	female	IT	Italy	231	1	13339444	5804996	43459	10322
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	f	female	IT	Italy	402	1	12565930	5020316	65096	12170
Save the Children Italia		46590675335	Facebook	f	female	IT	Italy	49	1	11192766	5016505	49610	12625
WeWorld Onlus		299584710061488	Facebook	f	female	IT	Italy	367	1	8988574	3489796	50179	6189
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	f	female	IT	Italy	34	1	8071614	3765120	27022	6575
European Parliament		178362315106	Facebook	f	female	IT	Italy	202	1	7488281	3226929	23577	4576
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	f	female	IT	Italy	104	1	6697174	2783204	18710	3789
Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	f	female	IT	Italy	73	1	6120569	2598257	14171	3497
European Greens		141366725876424	Facebook	f	female	IT	Italy	53	1	4631398	2101309	21170	5003
Medici Senza Frontiere		65737832194	Facebook	f	female	IT	Italy	26	1	3108065	1304564	12083	3926
Roberto Rosso	Roberto Rosso	1735684256653359	Facebook	f	female	IT	Italy	52	1	2622865	1132931	15653	3786
Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	f	female	IT	Italy	41	1	2485935	1099261	3084	387
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f	female	IT	Italy	75	1	2292983	947777	5533	1158
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	f	female	IT	Italy	52	1	2260072	951972	7135	1894
Petizioni.it		1410474395723679	Facebook	f	female	IT	Italy	34	1	2185660	986825	13937	2795
Amref Health Africa - Italia		48677844864	Facebook	f	female	IT	Italy	72	1	2104129	746253	8047	509
Stefano Maullu		150618724962388	Facebook	f	female	IT	Italy	39	1	1901740	758313	5066	1041
Oxfam Italia		150200761667597	Facebook	f	female	IT	Italy	258	1	1896500	544457	21229	1666
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	f	female	IT	Italy	95	1	1877551	765854	12231	2690
Matteo Gazzini	Matteo Gazzini	204493693449796	Facebook	f	female	IT	Italy	95	1	1747249	521662	11929	1797
Aboca		295129913955200	Facebook	f	female	IT	Italy	56	1	1666314	513531	3778	0
CIWF Italia		576664002355828	Facebook	f	female	IT	Italy	25	1	1610950	676774	12247	2883
Kialo		729627343834501	Facebook	f	female	IT	Italy	396	1	1540993	627311	7846	1814
Lara Comi	Lara Comi	155619044465389	Facebook	f	female	IT	Italy	97	1	1476947	448638	5150	971
Angelo Ciocca	Angelo Ciocca	479212098810360	Facebook	f	female	IT	Italy	37	1	1407196	627158	5643	1441
