impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	SI	Slovenia	379	139	160347	0	15759	0
1k_5k	1k - 5k	SI	Slovenia	578	216	971128	194264	19115	0
5k_10k	5k - 10k	SI	Slovenia	313	160	856861	428473	8475	6
10k_50k	10k - 50k	SI	Slovenia	742	257	6105141	1221052	16029	1000
50k_100k	50k - 100k	SI	Slovenia	240	115	2534678	1267351	8338	1494
100k_200k	100k - 200k	SI	Slovenia	160	65	1911236	955622	6642	2275
200k_500k	200k - 500k	SI	Slovenia	137	61	4699788	1879919	18049	5287
500k_1m	500k - 1m	SI	Slovenia	64	37	1373353	686677	6834	1460
