audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	DK	Denmark	9319	1352	20177239	6133450	168329	39633
f18_24	female (18-24)	DK	Denmark	9355	1391	17438623	5602876	136888	32632
m25_34	male (25-34)	DK	Denmark	10164	1459	15267188	4665562	136589	31346
f25_34	female (25-34)	DK	Denmark	10375	1510	13194505	4290044	121589	28373
f35_44	female (35-44)	DK	Denmark	10434	1491	10961974	3561206	114320	26665
m35_44	male (35-44)	DK	Denmark	10307	1443	10594954	3235309	99956	22425
f45_54	female (45-54)	DK	Denmark	10117	1451	10195163	3222034	110518	26099
m45_54	male (45-54)	DK	Denmark	9906	1400	9898206	2952499	97039	22031
f65_	female (65+)	DK	Denmark	8635	1262	9113235	2725001	99500	24222
f55_64	female (55-64)	DK	Denmark	9314	1369	8708145	2658476	94732	22708
m55_64	male (55-64)	DK	Denmark	9092	1319	7575572	2211793	76576	17715
m65_	male (65+)	DK	Denmark	8355	1225	6416070	1853589	66819	15796
f13_17	female (13-17)	DK	Denmark	911	281	1359720	423978	8818	1899
m13_17	male (13-17)	DK	Denmark	885	270	1257242	385165	8943	1968
u35_44	unknown (35-44)	DK	Denmark	7586	1287	321124	101230	3083	691
u25_34	unknown (25-34)	DK	Denmark	6950	1252	235468	74128	2105	474
u45_54	unknown (45-54)	DK	Denmark	6978	1220	193493	59433	1958	444
u55_64	unknown (55-64)	DK	Denmark	5974	1118	152905	45431	1558	363
u65_	unknown (65+)	DK	Denmark	5544	1018	128967	37664	1356	321
u18_24	unknown (18-24)	DK	Denmark	5605	1078	100178	30524	898	201
u13_17	unknown (13-17)	DK	Denmark	522	214	7624	2277	50	10
