country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CY	Cyprus	m25_34	male (25-34)	1734	427	3488700	1186165	15051	1435
CY	Cyprus	m18_24	male (18-24)	1607	396	2900886	1004752	11280	1202
CY	Cyprus	m35_44	male (35-44)	1698	420	2748540	895570	12009	986
CY	Cyprus	m45_54	male (45-54)	1639	408	2196262	683238	9871	631
CY	Cyprus	f25_34	female (25-34)	1809	448	2056951	735827	9291	1118
CY	Cyprus	f35_44	female (35-44)	1766	437	1907932	661065	8677	912
CY	Cyprus	f18_24	female (18-24)	1667	414	1830785	664180	7143	904
CY	Cyprus	m55_64	male (55-64)	1509	380	1761006	499605	7606	282
CY	Cyprus	f45_54	female (45-54)	1709	424	1617341	530938	7097	604
CY	Cyprus	f55_64	female (55-64)	1567	393	1344455	396274	5489	260
CY	Cyprus	m65_	male (65+)	1393	348	1068865	304630	4672	175
CY	Cyprus	f65_	female (65+)	1432	355	775981	228618	3240	145
CY	Cyprus	f13_17	female (13-17)	216	69	130043	49173	267	12
CY	Cyprus	m13_17	male (13-17)	209	67	108107	41158	256	14
CY	Cyprus	u35_44	unknown (35-44)	1552	387	67962	22742	290	24
CY	Cyprus	u25_34	unknown (25-34)	1504	379	49729	16958	213	18
CY	Cyprus	u45_54	unknown (45-54)	1404	361	28002	9366	123	9
CY	Cyprus	u55_64	unknown (55-64)	1173	327	13498	4098	60	2
CY	Cyprus	u65_	unknown (65+)	1060	304	8898	2763	40	2
CY	Cyprus	u18_24	unknown (18-24)	925	312	4236	1569	17	2
CY	Cyprus	u13_17	unknown (13-17)	107	50	326	127	0	0
