advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Greens		141366725876424	Facebook	rd3	Last 3 days	114	1	14271388	6400738	83190	20490
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rd3	Last 3 days	118	1	11737055	5053041	20049	4566
FDP	FDP	21289227249	Facebook	rd3	Last 3 days	1375	1	8867521	2669306	87024	4247
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rd3	Last 3 days	373	1	7799734	3284893	37429	7012
Partito Democratico		77034286895	Facebook	rd3	Last 3 days	127	1	6129423	2629319	22677	3971
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd3	Last 3 days	398	1	5772381	1791605	46110	5720
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd3	Last 3 days	115	1	5642416	2339642	19968	4956
Make.org	Make.org	122037308191612	Facebook	rd3	Last 3 days	26	1	5591448	2457241	29589	6828
România în primul rând	Future Innovation	770704223323599	Facebook	rd3	Last 3 days	35	1	5498089	2421719	5016	1331
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rd3	Last 3 days	72	1	4877111	1999285	26154	6257
sp.a	sp.a	57253967150	Facebook	rd3	Last 3 days	211	1	4874188	1721790	21671	3569
SPÖ	SPÖ	77393060080	Facebook	rd3	Last 3 days	552	1	4338567	1429609	36563	5549
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	rd3	Last 3 days	63	1	3946910	1801000	12681	4119
Sign for my Future	Sign for my Future	1345513882259768	Facebook	rd3	Last 3 days	61	1	3790954	1551500	34104	9199
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd3	Last 3 days	759	1	3652458	1143822	52101	6848
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rd3	Last 3 days	35	1	3327118	1496559	2440	604
MSZP	MSZP	115388925185513	Facebook	rd3	Last 3 days	40	1	3164631	1295333	4965	1979
Open Vld	Open Vld	53668151866	Facebook	rd3	Last 3 days	180	1	3054819	1252250	17360	4136
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rd3	Last 3 days	9	1	2976778	1279464	8394	2805
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd3	Last 3 days	132	1	2837431	906499	8631	610
Centerpartiet	Centerpartiet	12690894340	Facebook	rd3	Last 3 days	203	1	2831471	958667	33734	8390
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	rd3	Last 3 days	23	1	2766625	1227785	4923	1171
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rd3	Last 3 days	22	1	2751174	1172380	5239	2145
Kyriakos Mitsotakis		34848567724	Facebook	rd3	Last 3 days	25	1	2659975	1013999	4475	650
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	rd3	Last 3 days	139	1	2413624	990484	23003	4945
