advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Greens		141366725876424	Facebook	rw1	Last week	115	1	23206608	10450500	139883	35300
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rw1	Last week	139	1	22416011	9727423	40232	8907
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rw1	Last week	374	1	15967775	6581110	75364	14079
FDP	FDP	21289227249	Facebook	rw1	Last week	1379	1	15901536	4857678	154394	8048
România în primul rând	Future Innovation	770704223323599	Facebook	rw1	Last week	48	1	14815812	6510717	13022	3537
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rw1	Last week	117	1	12622880	5297701	42127	10869
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rw1	Last week	72	1	11379928	4665000	61028	14599
COALICION CANARIA		AR489541609348661248	Google	rw1	Last week	1044	1	11070000	70000	52199	0
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rw1	Last week	499	1	10798180	3454632	82375	12848
sp.a	sp.a	57253967150	Facebook	rw1	Last week	218	1	10765689	3842567	52229	8813
Partito Democratico		77034286895	Facebook	rw1	Last week	129	1	10048909	4362984	35112	6366
SPÖ	SPÖ	77393060080	Facebook	rw1	Last week	568	1	9994380	3345496	82713	12779
mmb media agentur d.o.o.		AR524572049809604608	Google	rw1	Last week	616	1	9028623	398333	26918	0
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rw1	Last week	31	1	8724229	4091793	19539	4555
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	rw1	Last week	55	1	8661951	3611333	11234	1600
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rw1	Last week	759	1	8108348	2577001	113358	15227
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rw1	Last week	32	1	8087881	3697882	15920	6855
Mediabrands Digital OÜ		AR530356305605427200	Google	rw1	Last week	336	1	7766285	612380	11274	0
European Parliament		178362315106	Facebook	rw1	Last week	37	1	7698101	3443030	37990	10425
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	rw1	Last week	1545	1	7645753	177701	30232	0
Make.org	Make.org	122037308191612	Facebook	rw1	Last week	32	1	7313397	3186896	36560	9732
Fidesz	Fidesz	9844779306	Facebook	rw1	Last week	40	1	6751961	3195000	22443	11020
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rw1	Last week	43	1	6708131	2969138	4801	1206
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rw1	Last week	142	1	6644860	2259000	22110	2426
Open Vld	Open Vld	53668151866	Facebook	rw1	Last week	204	1	6538969	2641383	39327	8722
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rw1	Last week	54	1	6506697	2849182	12104	3249
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	rw1	Last week	123	1	5847968	2218821	11153	3616
