advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rw4	Last 4 weeks	310	1	116702689	53700999	628355	176281
Podemos	Unidas Podemos	269212336568846	Facebook	rw4	Last 4 weeks	300	1	88354185	39138772	531790	139751
Partido Popular	Partido Popular	72249031214	Facebook	rw4	Last 4 weeks	2887	1	63324311	23309666	481744	58566
Ciudadanos	Ciudadanos	74078667754	Facebook	rw4	Last 4 weeks	4905	1	51494095	14611000	626095	35500
COALICION CANARIA		AR489541609348661248	Google	rw4	Last 4 weeks	4552	1	47748576	579925	212646	0
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rw4	Last 4 weeks	219	1	41455450	18495333	103865	23076
CDU	CDU	78502295414	Facebook	rw4	Last 4 weeks	3170	1	38647830	9275000	347030	8300
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rw4	Last 4 weeks	93	1	38267273	17517301	94568	24573
sp.a	sp.a	57253967150	Facebook	rw4	Last 4 weeks	407	1	36099022	14508267	170267	36681
AMERISOFT SRL		AR573801583431647232	Google	rw4	Last 4 weeks	154	1	35648433	3523517	7048	0
FDP	FDP	21289227249	Facebook	rw4	Last 4 weeks	2192	1	33381042	10279001	278163	17000
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rw4	Last 4 weeks	398	1	29700601	12214000	140701	26799
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rw4	Last 4 weeks	127	1	29135920	12142902	92497	24303
România în primul rând	Future Innovation	770704223323599	Facebook	rw4	Last 4 weeks	75	1	27637682	12296000	25441	6709
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	rw4	Last 4 weeks	1969	1	26170000	719999	98450	0
PSOE	PSOE	189318235003	Facebook	rw4	Last 4 weeks	335	1	25437667	10244400	77467	14219
Kialo		729627343834501	Facebook	rw4	Last 4 weeks	342	1	24191658	8843000	117195	25512
mmb media agentur d.o.o.		AR524572049809604608	Google	rw4	Last 4 weeks	1437	1	24089999	1030000	71849	0
European Greens		141366725876424	Facebook	rw4	Last 4 weeks	120	1	23949047	10738833	142764	36375
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rw4	Last 4 weeks	90	1	21639077	9353333	186861	43726
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rw4	Last 4 weeks	53	1	21480947	10037000	51272	22802
SPD	SPD	47930567748	Facebook	rw4	Last 4 weeks	5859	1	21225140	4566000	631641	14099
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rw4	Last 4 weeks	110	1	21111070	9166500	33029	9223
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	rw4	Last 4 weeks	799	1	20250067	1381375	38638	0
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rw4	Last 4 weeks	54	1	19506810	8921431	125548	32040
