advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Roberta Metsola		406824526101449	Facebook	u	unknown	MT	Malta	465	1	31121	9660	323	14
David Casa	David Casa	193035580892638	Facebook	u	unknown	MT	Malta	100	1	27292	7359	98	5
Alfred Sant	Alfred Sant	537789116260209	Facebook	u	unknown	MT	Malta	131	1	23717	8849	106	12
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	u	unknown	MT	Malta	16	1	19075	8037	89	25
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	u	unknown	MT	Malta	139	1	15020	4405	71	3
Joe Sammut		433245190070343	Facebook	u	unknown	MT	Malta	81	1	12851	4970	54	6
Josef Caruana		166617437361908	Facebook	u	unknown	MT	Malta	66	1	12720	4117	55	6
Francis Zammit Dimech	Francis Zammit Dimech	117406495021568	Facebook	u	unknown	MT	Malta	128	1	8610	1983	65	0
European Parliament		178362315106	Facebook	u	unknown	MT	Malta	34	1	8253	3560	27	3
Adrian Delia	Partit Nazzjonalista	1442808799090985	Facebook	u	unknown	MT	Malta	23	1	7636	2820	30	4
PD Martin Cauchi Inglott		181379916072401	Facebook	u	unknown	MT	Malta	51	1	6542	2119	40	1
Alex Agius Saliba	Alex Agius Saliba	656955664383156	Facebook	u	unknown	MT	Malta	48	1	6081	2743	36	4
Kialo		729627343834501	Facebook	u	unknown	MT	Malta	352	1	5792	2349	35	7
David Stellini	David Stellini	1911257335785088	Facebook	u	unknown	MT	Malta	11	1	5040	2271	16	2
Frank Psaila		458318884361628	Facebook	u	unknown	MT	Malta	78	1	4378	1132	34	0
Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	u	unknown	MT	Malta	110	1	3464	829	54	0
Roselyn Borg Knight	Roselyn Borg	446487702156732	Facebook	u	unknown	MT	Malta	53	1	3232	1034	34	0
Miriam Dalli	Miriam Dalli	277980849002904	Facebook	u	unknown	MT	Malta	22	1	3152	816	12	0
Lovin Malta	Lovin Malta	1700937210129433	Facebook	u	unknown	MT	Malta	6	1	2894	1102	13	2
Lorna Vassallo	Lorna Vassallo	690417757823946	Facebook	u	unknown	MT	Malta	14	1	2623	926	7	0
Ian Borg	Ian Borg	151496594943131	Facebook	u	unknown	MT	Malta	6	1	2284	898	3	0
Alternattiva Demokratika - The Green Party	Alternattiva Demokratika - The Green Party	309359272432391	Facebook	u	unknown	MT	Malta	13	1	2153	641	10	0
Sustainability and Climate Action Malta		1563004720376312	Facebook	u	unknown	MT	Malta	4	1	1907	553	9	1
Save the Refugees		1931458237163388	Facebook	u	unknown	MT	Malta	22	1	1826	558	12	2
Live Communications for MEP Elections May 2019	Stephen Florian	962042630582450	Facebook	u	unknown	MT	Malta	20	1	1532	482	8	0
