audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f18_24	female (18-24)	BE	Belgium	sp.a	sp.a	57253967150	Facebook	201	1	5741143	2341899	23820	5039
f18_24	female (18-24)	BE	Belgium	European Parliament		178362315106	Facebook	124	1	3421517	1494800	20180	4441
f18_24	female (18-24)	BE	Belgium	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	110	1	3247370	1344118	9263	2457
f18_24	female (18-24)	BE	Belgium	Vlaams Belang	Vlaams Belang	56605856504	Facebook	66	1	2738209	1247045	17033	3851
f18_24	female (18-24)	BE	Belgium	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	93	1	2059513	885212	18219	4071
f18_24	female (18-24)	BE	Belgium	Sign for my Future		1345513882259768	Facebook	74	1	1775040	706089	14251	3123
f18_24	female (18-24)	BE	Belgium	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	62	1	1594768	755885	5211	1005
f18_24	female (18-24)	BE	Belgium	IKEA	IKEA	112961202185776	Facebook	40	1	1399258	490649	5368	958
f18_24	female (18-24)	BE	Belgium	Groen	Groen	84920854319	Facebook	88	1	1303815	465654	5113	818
f18_24	female (18-24)	BE	Belgium	Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	87	1	862964	327859	2009	128
f18_24	female (18-24)	BE	Belgium	John Crombez	sp.a	264131406977201	Facebook	78	1	773836	331331	3478	713
f18_24	female (18-24)	BE	Belgium	Open Vld	Open Vld	53668151866	Facebook	317	1	742256	271955	5601	934
f18_24	female (18-24)	BE	Belgium	Peter Mertens	PVDA	236485149843971	Facebook	369	1	656242	199762	6901	763
f18_24	female (18-24)	BE	Belgium	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	56	1	645382	280864	12589	2932
f18_24	female (18-24)	BE	Belgium	Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	97	1	628986	223511	2555	415
f18_24	female (18-24)	BE	Belgium	Facebook Brussels	Facebook	287739491272583	Facebook	16	1	595320	258173	5772	1438
f18_24	female (18-24)	BE	Belgium	European Greens	European Greens	141366725876424	Facebook	23	1	513429	228557	3347	898
f18_24	female (18-24)	BE	Belgium	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	91	1	501821	168569	1366	92
f18_24	female (18-24)	BE	Belgium	DéFI	DéFI	173518112695794	Facebook	140	1	353035	93923	1509	190
f18_24	female (18-24)	BE	Belgium	Unis pour les Droits Humains		1642871805813802	Facebook	17	1	313738	146024	220	13
f18_24	female (18-24)	BE	Belgium	CD&V	CD&V	52997544531	Facebook	83	1	266265	86872	1828	276
f18_24	female (18-24)	BE	Belgium	The Bamboo Brush Society		1152885191422950	Facebook	41	1	246116	79098	1830	275
f18_24	female (18-24)	BE	Belgium	Maurits Vande Reyde	Vande Reyde Maurits Jozef	1797427180478228	Facebook	80	1	218499	67395	1484	102
f18_24	female (18-24)	BE	Belgium	European Youth Forum		80161254850	Facebook	2	1	217342	108360	1101	216
f18_24	female (18-24)	BE	Belgium	L'OCCITANE en Provence		161197393938517	Facebook	5	1	210619	82012	618	248
