country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BE	Belgium	m18_24	male (18-24)	9118	1842	45715757	17653683	291371	53555
BE	Belgium	m25_34	male (25-34)	10333	2011	41662620	16217383	280923	51298
BE	Belgium	f18_24	female (18-24)	9306	1889	40992545	15862340	239227	42494
BE	Belgium	f25_34	female (25-34)	10506	2071	32266565	12681474	206895	36733
BE	Belgium	m35_44	male (35-44)	10166	1971	29991700	11494359	207067	36428
BE	Belgium	f35_44	female (35-44)	10365	2030	24140478	9288074	160790	27810
BE	Belgium	m45_54	male (45-54)	9706	1895	23955468	8998528	175636	30622
BE	Belgium	f45_54	female (45-54)	9940	1961	21213746	8014423	152734	26372
BE	Belgium	f55_64	female (55-64)	8951	1825	18082707	6549248	144802	23536
BE	Belgium	m55_64	male (55-64)	8807	1783	16881062	6056130	137621	22291
BE	Belgium	f65_	female (65+)	8141	1658	12506131	4423630	110157	17319
BE	Belgium	m65_	male (65+)	8013	1617	10791921	3801091	95263	14998
BE	Belgium	f13_17	female (13-17)	1303	413	3262299	1260377	16247	2023
BE	Belgium	m13_17	male (13-17)	1270	396	2540949	993038	13276	1817
BE	Belgium	u35_44	unknown (35-44)	8084	1722	474456	178782	3361	569
BE	Belgium	u25_34	unknown (25-34)	7753	1703	414338	158087	2838	490
BE	Belgium	u45_54	unknown (45-54)	7313	1607	253246	93390	1938	322
BE	Belgium	u55_64	unknown (55-64)	5935	1438	141462	50768	1153	184
BE	Belgium	u18_24	unknown (18-24)	5783	1372	131223	48926	891	146
BE	Belgium	u65_	unknown (65+)	5284	1301	114263	40032	989	147
BE	Belgium	u13_17	unknown (13-17)	720	293	7596	2846	45	4
