country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BE	Belgium	m18_24	male (18-24)	9118	1842	45715757	17653683	291371	53555
BE	Belgium	m25_34	male (25-34)	10333	2011	41662620	16217383	280923	51298
BE	Belgium	f18_24	female (18-24)	9306	1889	40992545	15862340	239227	42494
BE	Belgium	f25_34	female (25-34)	10506	2071	32266565	12681474	206895	36733
BE	Belgium	m35_44	male (35-44)	10166	1971	29991700	11494359	207067	36428
BE	Belgium	f35_44	female (35-44)	10365	2030	24140478	9288074	160790	27810
BE	Belgium	m45_54	male (45-54)	9706	1895	23955468	8998528	175636	30622
BE	Belgium	f45_54	female (45-54)	9940	1961	21213746	8014423	152734	26372
BE	Belgium	f55_64	female (55-64)	8951	1825	18082707	6549248	144802	23536
BE	Belgium	m55_64	male (55-64)	8807	1783	16881062	6056130	137621	22291
