advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	55_64	55-64	3898	1	21941857	6563638	254925	36650
Ciudadanos	Ciudadanos	74078667754	Facebook	55_64	55-64	4766	1	14584689	4508486	138064	11493
Partido Popular	Partido Popular	72249031214	Facebook	55_64	55-64	2897	1	11155997	3429496	105213	5927
Podemos	Unidas Podemos	269212336568846	Facebook	55_64	55-64	214	1	10691035	4839000	71724	19078
People's Vote UK	People's Vote	748608695327755	Facebook	55_64	55-64	3354	1	10150013	3305639	161103	27398
We are the 52%	We are the 52%	466744973727718	Facebook	55_64	55-64	278	1	6618808	2403876	19070	2500
The Labour Party	The Labour Party	25749647410	Facebook	55_64	55-64	619	1	6373936	2494312	58063	12958
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	55_64	55-64	73	1	6347260	2796820	14376	4065
Conservatives	The Conservative Party	8807334278	Facebook	55_64	55-64	1694	1	6212720	2424599	78013	10396
European Parliament		178362315106	Facebook	55_64	55-64	794	1	5979711	2561314	37099	8135
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	55_64	55-64	3040	1	5955473	1906876	107166	11681
38 Degrees	38 Degrees	200006375787	Facebook	55_64	55-64	611	1	5951592	2163321	40494	5851
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	55_64	55-64	277	1	5912292	2379298	27014	5149
Best For Britain	Best for Britain	1863944713844924	Facebook	55_64	55-64	757	1	4671474	1915587	72483	16086
Partito Democratico		77034286895	Facebook	55_64	55-64	129	1	4543081	1950503	18054	4255
SPD	SPD	47930567748	Facebook	55_64	55-64	4175	1	4139484	1060467	104706	4571
Partidul Naţional Liberal		181375448581167	Facebook	55_64	55-64	94	1	3617411	1493716	6736	1810
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	55_64	55-64	39	1	3570609	1680101	8076	3660
Sosialidemokraatit SDP		108945982480217	Facebook	55_64	55-64	226	1	3265406	1355148	18362	3991
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	55_64	55-64	2179	1	3148832	943138	50072	4395
The Brexit Party	The Brexit Party	230416667843105	Facebook	55_64	55-64	58	1	2812290	1274660	35579	8997
Greenpeace France		39435457457	Facebook	55_64	55-64	120	1	2749223	1243376	14772	3423
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	55_64	55-64	25	1	2577826	1188339	7750	1893
sp.a	sp.a	57253967150	Facebook	55_64	55-64	147	1	2484929	936057	15336	3320
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	55_64	55-64	90	1	2449919	1030668	22208	5260
