advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	13_17	13-17	907	1	9404967	3982918	26036	4120
Sacramento Kings		96222644025	Facebook	13_17	13-17	33	1	6993065	3241748	5354	1607
Dungeon Defenders		107960282569653	Facebook	13_17	13-17	292	1	3871038	1603477	10301	1009
Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	13_17	13-17	13	1	2234130	975589	1789	214
NPO Zapp		205247699486388	Facebook	13_17	13-17	2	1	1999998	1000000	1498	600
Greens/EFA in the European Parliament		150527751674751	Facebook	13_17	13-17	42	1	1900144	831241	2135	348
Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	13_17	13-17	89	1	1584650	352280	889	257
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	13_17	13-17	58	1	1170733	501101	2283	620
Caspar the Hat	Emily Doherty	261773154498428	Facebook	13_17	13-17	89	1	977619	272427	8900	0
Europäisches Parlament Österreich		124468054313069	Facebook	13_17	13-17	29	1	840955	350214	3412	1041
Sportello Amianto Nazionale		1354625791215832	Facebook	13_17	13-17	2	1	705332	282133	703	141
e.on		511324618972373	Facebook	13_17	13-17	2	1	591048	277992	382	76
SPÖ	SPÖ	77393060080	Facebook	13_17	13-17	188	1	538332	169804	2726	274
Wholesome Culture		1664959567149320	Facebook	13_17	13-17	7	1	485769	217064	1027	190
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	13_17	13-17	24	1	484114	218718	1179	269
Adolescent Clothing		172140676309487	Facebook	13_17	13-17	1	1	483644	193458	110	0
Sawab Center FR		1211855348956946	Facebook	13_17	13-17	7	1	483567	196140	192	37
George Simion Unire		294035851052538	Facebook	13_17	13-17	21	1	455537	162507	394	58
Claudia Gamon	NEOS	447992848717452	Facebook	13_17	13-17	176	1	450894	152151	3325	472
Harald Vilimsky	FPÖ	547597092025909	Facebook	13_17	13-17	80	1	413263	167980	2944	746
China Xinhua News		338109312883186	Facebook	13_17	13-17	5	1	412348	197253	212	38
Jusos Schleswig-Holstein	Jusos Schleswig-Holstein	185490505413	Facebook	13_17	13-17	23	1	408767	79927	1769	0
Van Hall Larenstein		234952503230870	Facebook	13_17	13-17	2	1	397662	198831	1987	397
U.S. Mission to NATO		67014122312	Facebook	13_17	13-17	1	1	391015	156406	68	0
Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	13_17	13-17	16	1	388796	183046	1934	883
Die Grünen	Die Grünen	21759893033	Facebook	13_17	13-17	57	1	382051	106060	2611	422
Nomada Stowarzyszenie		114318528622863	Facebook	13_17	13-17	5	1	381069	162972	102	0
European Commission		107898832590939	Facebook	13_17	13-17	3	1	362724	181362	1012	255
European Greens		141366725876424	Facebook	13_17	13-17	9	1	339299	164783	553	211
Salvatore Riccardi Hair Designer		638347189544941	Facebook	13_17	13-17	3	1	338430	135451	229	0
Huawei Europe		1709278142683543	Facebook	13_17	13-17	1	1	320330	160165	159	32
DGB Bundesvorstand		147245511963527	Facebook	13_17	13-17	1	1	315905	126362	315	63
Andreas Schieder	SPÖ	290881691011354	Facebook	13_17	13-17	87	1	310154	113863	2213	552
Your Everyday Korean		1446749008800347	Facebook	13_17	13-17	4	1	310058	149194	182	0
Give A Vote		2186129244970085	Facebook	13_17	13-17	4	1	308478	120308	446	89
Industria		252084118203234	Facebook	13_17	13-17	1	1	299679	149840	173	34
ScribersHive		722350287934296	Facebook	13_17	13-17	1	1	288084	144042	33	0
UR Team		539695462729003	Facebook	13_17	13-17	1	1	280961	112384	55	0
Social Plastic		486324651440186	Facebook	13_17	13-17	3	1	278846	115935	205	30
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	13_17	13-17	12	1	277843	90852	665	58
Gordy Thomas		104823822906521	Facebook	13_17	13-17	1	1	269766	107907	47	0
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	13_17	13-17	16	1	252014	107064	2206	445
Partidul Naţional Liberal		181375448581167	Facebook	13_17	13-17	21	1	243004	105199	112	19
Selenacup		695110977328384	Facebook	13_17	13-17	5	1	235053	102972	362	0
Ιωάννης Πάιδας-Υποψήφιος Ευρωβουλευτής Νέας Δημοκρατίας		312321199470594	Facebook	13_17	13-17	24	1	231043	73670	378	0
Politictee Correct		292246704741314	Facebook	13_17	13-17	7	1	230934	114743	1308	448
Council of Europe - Directorate General Human Rights and Rule of Law		315160671967064	Facebook	13_17	13-17	32	1	226132	75638	1208	0
Siegfried Muresan		731035500293728	Facebook	13_17	13-17	5	1	211497	87271	70	14
Ramblers Scotland	Ramblers Scotland	136198803072713	Facebook	13_17	13-17	8	1	211358	63495	534	0
bigFM		50957555959	Facebook	13_17	13-17	8	1	211024	66744	358	0
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	13_17	13-17	744	1	209334	47691	3605	82
Our Future, Our Choice	Our Future, Our Choice	1777176712575796	Facebook	13_17	13-17	63	1	201175	44125	1015	53
Jenk Oz		1368130286591310	Facebook	13_17	13-17	1	1	199998	100000	577	115
Sofian El Sayd - 61e sur la liste régionale du PS bruxellois		1951525111537961	Facebook	13_17	13-17	2	1	196577	88173	421	72
Make.org	Make.org	122037308191612	Facebook	13_17	13-17	8	1	191592	85215	687	78
Colores Contra la Violencia		491948314339036	Facebook	13_17	13-17	29	1	191023	60785	774	8
CGTN		565225540184937	Facebook	13_17	13-17	2	1	186251	93126	82	16
Mohamed Moulay		164782878722	Facebook	13_17	13-17	1	1	184612	73845	36	0
Roberta Metsola		406824526101449	Facebook	13_17	13-17	289	1	181074	55098	1864	67
BikeForPeace		195630593782513	Facebook	13_17	13-17	1	1	180374	90187	45	9
Fútbol Santander		116723261685431	Facebook	13_17	13-17	1	1	172723	86362	15	0
Northenden World	Northenden World Admin	1692130001038191	Facebook	13_17	13-17	105	1	165019	29563	5636	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	13_17	13-17	4	1	163147	78882	130	4
DIE LINKE. NRW		150480805043795	Facebook	13_17	13-17	15	1	161799	47921	858	126
Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	13_17	13-17	1	1	160567	80284	80	16
Sverige för UNHCR		643137272398136	Facebook	13_17	13-17	5	1	160494	59757	139	45
Bananamia		185686561464778	Facebook	13_17	13-17	9	1	157102	74829	167	0
Крум Дончев/Krum Donchev		155516354469476	Facebook	13_17	13-17	7	1	156741	70745	71	0
Perseus Apparel		1112003955624720	Facebook	13_17	13-17	10	1	156549	33012	315	0
Dr. Mohamed Elhachmi Hamdi د. محمد الهاشمي الحامدي		482273315273345	Facebook	13_17	13-17	3	1	154059	70723	67	10
Maria Preta Cartonera		786180185099527	Facebook	13_17	13-17	7	1	153280	54504	73	0
MOVE for THE WORLD by Nader Rekik		183647228324670	Facebook	13_17	13-17	3	1	151468	62637	81	0
Chartipedia		866201743548232	Facebook	13_17	13-17	6	1	151153	73854	58	9
HC Strache	FPÖ	74865038590	Facebook	13_17	13-17	53	1	149839	61571	1531	342
Plan International		305413276583	Facebook	13_17	13-17	2	1	149781	59595	207	34
BeYo		1589705471328198	Facebook	13_17	13-17	4	1	148169	29452	237	0
Paris Première		140770432659757	Facebook	13_17	13-17	3	1	147677	73838	721	143
The Sorgentian		999473843569108	Facebook	13_17	13-17	1	1	147313	58925	130	26
Milano Cop26		386034608864803	Facebook	13_17	13-17	5	1	146646	71025	239	0
Psoe Llanes		604271292984767	Facebook	13_17	13-17	2	1	142783	71380	71	0
Tuunes		992176580926495	Facebook	13_17	13-17	7	1	140015	56208	207	0
MASSIVE		287384192023866	Facebook	13_17	13-17	2	1	138086	53517	130	23
Melba Culp		902971599738051	Facebook	13_17	13-17	23	1	136516	46339	309	13
LIKE APP		272972103180159	Facebook	13_17	13-17	1	1	135649	54260	120	24
1Hmilano		234148697214238	Facebook	13_17	13-17	4	1	133124	50897	326	0
