region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
abruzzo	Abruzzo	IT	Italy	6698	1698	1067945	300314	9107	93
aosta_valley	Aosta Valley	IT	Italy	5101	1351	131405	38871	643	15
basilicata	Basilicata	IT	Italy	6056	1537	1672174	585698	7378	425
calabria	Calabria	IT	Italy	6761	1735	2184550	690545	12487	522
campania	Campania	IT	Italy	7510	1956	8702466	2901425	53968	3405
emilia_romagna	Emilia-Romagna	IT	Italy	8020	2203	8456000	2563118	70044	3115
friuli_venezia_giulia	Friuli-Venezia Giulia	IT	Italy	6726	1750	1169356	403276	11946	469
lazio	Lazio	IT	Italy	7986	2176	11748001	3776319	76813	5339
liguria	Liguria	IT	Italy	7122	1839	1818615	503395	17823	562
lombardia	Lombardia	IT	Italy	8912	2477	19840067	6750964	128509	8578
marche	Marche	IT	Italy	6794	1773	1424375	378561	14146	134
molise	Molise	IT	Italy	5675	1450	95807	23783	1109	4
piedmont	Piedmont	IT	Italy	8100	2126	11566211	3775601	71710	4993
puglia	Puglia	IT	Italy	7277	1895	5772238	1685853	35873	1070
sardinia	Sardinia	IT	Italy	6512	1671	1058975	298964	7827	201
sicilia	Sicilia	IT	Italy	7165	1873	7617135	2361590	47640	2936
trentino_alto_adige	Trentino-Alto Adige	IT	Italy	6380	1737	1256491	356287	9978	727
tuscany	Tuscany	IT	Italy	7532	2079	7909758	2525147	60189	2275
umbria	Umbria	IT	Italy	6500	1719	1816085	495611	15617	368
veneto	Veneto	IT	Italy	7638	2114	8612097	2717065	55795	2625
