region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
blekinge_county	Blekinge County	SE	Sweden	5117	715	191724	50501	1762	391
dalarna_county	Dalarna County	SE	Sweden	5467	783	969541	260312	7740	1952
gotland_county	Gotland County	SE	Sweden	4622	625	103352	20392	1073	172
gavleborg_county	Gävleborg County	SE	Sweden	5504	788	646695	196924	5480	846
halland_county	Halland County	SE	Sweden	5677	816	887253	269039	8957	2479
jamtland_county	Jämtland County	SE	Sweden	5031	703	465982	116772	4811	1654
jonkoping_county	Jönköping County	SE	Sweden	5648	808	582813	158722	4936	1273
kalmar_county	Kalmar County	SE	Sweden	5332	752	543734	130560	4290	894
kronoberg_county	Kronoberg County	SE	Sweden	5306	749	270185	60015	2261	496
norrbotten_county	Norrbotten County	SE	Sweden	5603	786	897526	267900	7098	1628
skane_county	Skåne County	SE	Sweden	6893	1089	4605688	1380010	42616	9788
stockholm_county	Stockholm County	SE	Sweden	7628	1232	18161919	5974095	135986	32990
sodermanland_county	Södermanland County	SE	Sweden	5690	829	676932	182684	6032	1602
uppsala_county	Uppsala County	SE	Sweden	6087	884	1743893	425655	11466	2686
varmland_county	Värmland County	SE	Sweden	5493	777	1879450	506980	15734	4263
vasterbotten_county	Västerbotten County	SE	Sweden	5622	788	994358	267771	9087	2345
vasternorrland_county	Västernorrland County	SE	Sweden	5281	743	369366	99010	3437	776
vastmanland_county	Västmanland County	SE	Sweden	5532	793	691612	159800	6397	1340
vastra_gotaland_county	Västra Götaland County	SE	Sweden	7051	1091	7346873	2200265	70512	16514
orebro_county	Örebro County	SE	Sweden	5509	782	1249642	344114	12302	1876
ostergotland_county	Östergötland County	SE	Sweden	5895	857	1531421	426444	14708	3228
