advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sosialidemokraatit SDP		108945982480217	Facebook	500k_1m	500k - 1m	FI	Finland	5	1	4997391	2498698	16987	3998
European Parliament		178362315106	Facebook	500k_1m	500k - 1m	FI	Finland	5	1	4001706	2000855	40004	20001
Kialo		729627343834501	Facebook	500k_1m	500k - 1m	FI	Finland	11	1	62845	31423	355	116
Lingokids		497983453648415	Facebook	500k_1m	500k - 1m	FI	Finland	2	1	11424	5712	50	10
Game of Sultans		185311195624361	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	9083	4542	404	80
GRUNDIG		1508163162762486	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	7144	3572	5	1
Wholesome Culture		1664959567149320	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	6999	3500	31	6
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	3175	1588	15	3
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	500k_1m	500k - 1m	FI	Finland	6	1	3012	1506	3	1
European Youth Event		919232861444360	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	2540	1270	12	2
Gaia		182073298490036	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	1784	892	15	7
Greens/EFA in the European Parliament		150527751674751	Facebook	500k_1m	500k - 1m	FI	Finland	2	1	1782	891	0	0
MasterClass		687589164666184	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	1760	880	7	1
Europe Together		140105536131109	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	1546	773	7	1
European Commission		107898832590939	Facebook	500k_1m	500k - 1m	FI	Finland	3	1	967	484	4	1
European Greens		141366725876424	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	840	420	4	0
Erasmus Student Network		25226723130	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	818	409	0	0
BonneGueule		140324089470	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	612	306	3	0
Verv		560545637307176	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	305	153	0	0
Center for European Integration Studies (ZEI)		144159745724379	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	238	119	0	0
Huawei Europe		1709278142683543	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	227	114	0	0
MmosWorld		1262271977168621	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	173	87	0	0
China Xinhua News		338109312883186	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	130	65	0	0
Europaparlamentets kontor i Sverige		293678655099	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	119	60	0	0
ADAR		175390195814995	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	51	26	0	0
Sacramento Kings		96222644025	Facebook	500k_1m	500k - 1m	FI	Finland	9	1	38	19	0	0
Delphinus		20411877802	Facebook	500k_1m	500k - 1m	FI	Finland	3	1	33	17	0	0
Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	27	14	0	0
Scholarships for International Students		143550215717842	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	24	12	0	0
EU-kommissionen i Sverige		155824787799	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	22	11	0	0
ScribersHive		722350287934296	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	17	9	0	0
Comité international de la Croix-Rouge		540364216018969	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	14	7	0	0
Women, War & Peace | PBS	Peace is Loud	208504065850908	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	14	7	0	0
European Commission - Development & Cooperation - EuropeAid		287842647957979	Facebook	500k_1m	500k - 1m	FI	Finland	1	1	2	1	0	0
