recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-26	2019-05-26	EE	Estonia	75	24	550618	138198	4372	629
rd2	Last 2 days	2019-05-25	2019-05-26	EE	Estonia	182	37	2222209	618643	15278	2264
rd3	Last 3 days	2019-05-24	2019-05-26	EE	Estonia	220	40	3864293	1110409	26061	3708
rd4	Last 4 days	2019-05-23	2019-05-26	EE	Estonia	245	43	5116767	1491449	33621	4731
rd5	Last 5 days	2019-05-22	2019-05-26	EE	Estonia	298	46	6281909	1806733	41830	5763
rd6	Last 6 days	2019-05-21	2019-05-26	EE	Estonia	319	47	7081437	2019809	47837	6467
rw1	Last week	2019-05-20	2019-05-26	EE	Estonia	321	47	7536290	2156609	50891	6932
rw2	Last 2 weeks	2019-05-13	2019-05-26	EE	Estonia	360	49	8417752	2374118	58496	7664
rw3	Last 3 weeks	2019-05-06	2019-05-26	EE	Estonia	360	49	8417752	2374118	58496	7664
rw4	Last 4 weeks	2019-04-29	2019-05-26	EE	Estonia	360	49	8417752	2374118	58496	7664
rm1	Last month	2019-04-27	2019-05-26	EE	Estonia	360	49	8417752	2374118	58496	7664
rm2	Last 2 months	2019-03-28	2019-05-26	EE	Estonia	360	49	8417752	2374118	58496	7664
rm3	Last 3 months	2019-02-26	2019-05-26	EE	Estonia	360	49	8417752	2374118	58496	7664
rm6	Last 6 months	2019-01-01	2019-05-26	EE	Estonia	360	49	8417752	2374118	58496	7664
