advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Urmas Paet	Paet Urmas	223092011815453	Facebook	rw2	Last 2 weeks	EE	Estonia	33	1	1319966	308999	12467	2300
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	rw2	Last 2 weeks	EE	Estonia	31	1	1072968	309999	7569	1399
European Parliament	European Parliament	178362315106	Facebook	rw2	Last 2 weeks	EE	Estonia	16	1	726910	269634	4631	809
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	rw2	Last 2 weeks	EE	Estonia	62	1	697938	163999	6938	199
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	rw2	Last 2 weeks	EE	Estonia	20	1	664979	174999	4780	700
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	rw2	Last 2 weeks	EE	Estonia	12	1	554988	111000	1188	0
Isamaa erakond	Isamaa erakond	321163977576	Facebook	rw2	Last 2 weeks	EE	Estonia	16	1	497983	194999	3183	399
Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	rw2	Last 2 weeks	EE	Estonia	14	1	399985	115999	2985	399
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	rw2	Last 2 weeks	EE	Estonia	7	1	300993	60000	1093	100
ResPublica	Isamaa erakond	124913684200476	Facebook	rw2	Last 2 weeks	EE	Estonia	2	1	299998	150000	998	200
Urmas Reinsalu	Isamaa erakond	503635753156660	Facebook	rw2	Last 2 weeks	EE	Estonia	3	1	199996	69999	696	99
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rw2	Last 2 weeks	EE	Estonia	33	1	198684	39463	1791	4
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	rw2	Last 2 weeks	EE	Estonia	8	1	189991	46999	1191	99
Triin Saag	Saag Triin	2012394932389774	Facebook	rw2	Last 2 weeks	EE	Estonia	21	1	185979	45000	2079	0
European Commission	European Commission	107898832590939	Facebook	rw2	Last 2 weeks	EE	Estonia	23	1	157667	75943	721	129
Eesti Konservatiivne Rahvaerakond	Eesti Konservatiivne Rahvaerakond	671308106236480	Facebook	rw2	Last 2 weeks	EE	Estonia	4	1	154995	30999	395	0
Airis Meier Page	Reformierakond	250646808998831	Facebook	rw2	Last 2 weeks	EE	Estonia	3	1	149997	30000	1096	200
Reformierakond	Reformierakond	80124492882	Facebook	rw2	Last 2 weeks	EE	Estonia	4	1	119996	30000	1196	200
European Greens	European Greens	141366725876424	Facebook	rw2	Last 2 weeks	EE	Estonia	4	1	116003	57628	590	118
Jaak Madison	Madison Jaak	536519246456733	Facebook	rw2	Last 2 weeks	EE	Estonia	2	1	59998	15000	197	0
Riho Terras	Isamaa erakond	2217643278496367	Facebook	rw2	Last 2 weeks	EE	Estonia	1	1	49999	9999	99	0
Kalle Palling	Reformierakond	100991613317228	Facebook	rw2	Last 2 weeks	EE	Estonia	1	1	49999	10000	499	100
Noored Otsustajad	Eesti Noorteühenduste Liit (ENL)	205597239493153	Facebook	rw2	Last 2 weeks	EE	Estonia	1	1	49999	10000	99	0
Betsafe Eesti		465223740333842	Facebook	rw2	Last 2 weeks	EE	Estonia	1	1	49998	9999	98	0
Kõigi Eesti		432490497520356	Facebook	rw2	Last 2 weeks	EE	Estonia	1	1	49998	9999	498	100
