advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Podemos	Unidas Podemos	269212336568846	Facebook	f	Facebook	ES	Spain	331	1	104957910	46943239	622477	161979
Ciudadanos	Ciudadanos	74078667754	Facebook	f	Facebook	ES	Spain	6245	1	90996088	27831890	886695	68296
Partido Popular	Partido Popular	72249031214	Facebook	f	Facebook	ES	Spain	3644	1	81705686	28165480	585978	61085
PSOE	PSOE	189318235003	Facebook	f	Facebook	ES	Spain	335	1	25570571	10272960	78064	14299
European Parliament		178362315106	Facebook	f	Facebook	ES	Spain	90	1	17592196	7965204	58136	12746
Un país moderno	Unidas Podemos	577723459314066	Facebook	f	Facebook	ES	Spain	64	1	15625066	7059181	84525	17997
PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	f	Facebook	ES	Spain	87	1	9707821	4077963	63212	15599
Greenpeace España	Greenpeace España	133044800622	Facebook	f	Facebook	ES	Spain	163	1	9201808	3350986	28336	3599
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	f	Facebook	ES	Spain	177	1	8794823	3668000	37723	6200
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	f	Facebook	ES	Spain	73	1	7946353	3426747	24425	4899
Save the Children España	Save the Children España	57845333112	Facebook	f	Facebook	ES	Spain	19	1	6909863	3194941	36780	8199
Compromís	Compromís	194053080624605	Facebook	f	Facebook	ES	Spain	52	1	6615659	2775506	26743	5779
Apodemia		115927088504184	Facebook	f	Facebook	ES	Spain	22	1	6100935	2739982	2977	200
Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	f	Facebook	ES	Spain	236	1	5525683	2115967	43963	8499
En Comú Podem	En Comú Podem	463627663844039	Facebook	f	Facebook	ES	Spain	54	1	5403449	2259752	18741	5000
Kialo		729627343834501	Facebook	f	Facebook	ES	Spain	387	1	5144054	1998340	26800	6668
Ayuda LGTB		315021912539118	Facebook	f	Facebook	ES	Spain	51	1	4994819	2082946	31648	6299
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	f	Facebook	ES	Spain	3586	1	4918413	403999	355414	100
Podem	Unides Podem-Esquerra Unida	792238440859918	Facebook	f	Facebook	ES	Spain	47	1	4297710	1834705	20149	6899
España Ciudadana		349800235527721	Facebook	f	Facebook	ES	Spain	18	1	4220983	1850000	21182	5000
Ingredientes que Suman		586540488142205	Facebook	f	Facebook	ES	Spain	13	1	3664928	1685971	9486	2099
Coalicion Canaria	Coalicion Canaria	1499578240271320	Facebook	f	Facebook	ES	Spain	45	1	3589898	1361980	8954	1399
Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	f	Facebook	ES	Spain	22	1	3568970	1617996	23377	4399
Mónica Oltra	Compromís	81107269227	Facebook	f	Facebook	ES	Spain	19	1	3556977	1610998	13380	3199
ACNUR Comite español		94118672764	Facebook	f	Facebook	ES	Spain	39	1	3418324	1429805	16052	2598
