country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
NL	Netherlands	w020	Week 20	2019-05-13	2019-05-15	965	183	7864929	3221359	55520	10072
NL	Netherlands	w019	Week 19	2019-05-06	2019-05-12	1247	241	19456288	8201682	150484	31820
NL	Netherlands	w018	Week 18	2019-04-29	2019-05-05	1244	282	11046586	4503514	92070	19994
NL	Netherlands	w017	Week 17	2019-04-22	2019-04-28	1165	276	5037111	2006458	37111	7792
NL	Netherlands	w016	Week 16	2019-04-15	2019-04-21	1388	329	12867970	5013678	102297	19223
NL	Netherlands	w015	Week 15	2019-04-08	2019-04-14	1662	514	11027050	4525600	86949	15473
NL	Netherlands	w014	Week 14	2019-04-01	2019-04-07	1365	466	9170160	3427046	80755	14360
NL	Netherlands	w013	Week 13	2019-03-25	2019-03-31	1047	378	6918202	2559238	74032	14240
NL	Netherlands	w012	Week 12	2019-03-18	2019-03-24	1035	360	7283185	2602643	75421	13122
NL	Netherlands	w011	Week 11	2019-03-11	2019-03-17	776	289	6955518	2655886	58990	10358
NL	Netherlands	w010	Week 10	2019-03-04	2019-03-10	827	234	7486972	2947780	50926	8455
NL	Netherlands	w009	Week 9	2019-02-25	2019-03-03	336	129	3085738	1144136	30415	5507
NL	Netherlands	w008	Week 8	2019-02-18	2019-02-24	231	85	1538158	648860	10044	1826
NL	Netherlands	w007	Week 7	2019-02-11	2019-02-17	164	70	716960	258081	5359	825
NL	Netherlands	w006	Week 6	2019-02-04	2019-02-10	157	62	1520689	583260	10676	2379
NL	Netherlands	w005	Week 5	2019-01-28	2019-02-03	161	48	2701490	1071942	18238	4838
NL	Netherlands	w004	Week 4	2019-01-21	2019-01-27	119	39	477200	171420	3823	497
NL	Netherlands	w003	Week 3	2019-01-14	2019-01-20	119	39	196648	62878	1804	250
NL	Netherlands	w002	Week 2	2019-01-07	2019-01-13	92	36	372408	98365	3896	369
NL	Netherlands	w001	Week 1	2019-01-01	2019-01-06	79	29	750742	295426	3943	485
