advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	1k_5k	1k - 5k	UK	United Kingdom	1569	1	7843431	1569000	179747	0
Conservatives	The Conservative Party	8807334278	Facebook	1k_5k	1k - 5k	UK	United Kingdom	354	1	1769645	353999	42406	462
Amnesty International UK	Amnesty International UK	7624294394	Facebook	1k_5k	1k - 5k	UK	United Kingdom	103	1	514897	103000	11799	0
Scottish Liberal Democrats	the Liberal Democrats	397986050296687	Facebook	1k_5k	1k - 5k	UK	United Kingdom	63	1	314937	63000	7217	0
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	1k_5k	1k - 5k	UK	United Kingdom	54	1	269945	53999	6186	0
The Labour Party	The Labour Party	25749647410	Facebook	1k_5k	1k - 5k	UK	United Kingdom	52	1	259947	52000	5957	0
QuoteSearch.com	QuoteSearch	2235255886787452	Facebook	1k_5k	1k - 5k	UK	United Kingdom	49	1	244951	49000	5613	0
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	1k_5k	1k - 5k	UK	United Kingdom	38	1	189962	38000	5279	231
Renew	Renew  Party	1923371311278106	Facebook	1k_5k	1k - 5k	UK	United Kingdom	32	1	159968	32000	3665	0
Global Justice Now	Global Justice Now	6707857033	Facebook	1k_5k	1k - 5k	UK	United Kingdom	28	1	139971	27999	3207	0
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	1k_5k	1k - 5k	UK	United Kingdom	27	1	134973	27000	3093	0
Young Liberals	the Liberal Democrats	22610176568	Facebook	1k_5k	1k - 5k	UK	United Kingdom	23	1	114977	23000	2634	0
Exit from Brexit	the Liberal Democrats	1600429670027154	Facebook	1k_5k	1k - 5k	UK	United Kingdom	20	1	99980	20000	2291	0
People's Vote UK	People's Vote	748608695327755	Facebook	1k_5k	1k - 5k	UK	United Kingdom	18	1	89982	18000	2062	0
Lisa Forbes for Peterborough	The Labour Party	365430600210847	Facebook	1k_5k	1k - 5k	UK	United Kingdom	18	1	89982	18000	2062	0
Bristol Green Party	The Green Party of England and Wales	249696368936	Facebook	1k_5k	1k - 5k	UK	United Kingdom	18	1	89981	18000	2062	0
Trades Union Congress (TUC)	Trades Union Congress	124295177616347	Facebook	1k_5k	1k - 5k	UK	United Kingdom	17	1	84983	17000	1947	0
South West Green Party	The Green Party of England and Wales	244490049076873	Facebook	1k_5k	1k - 5k	UK	United Kingdom	16	1	79984	16000	1832	0
Social Democratic and Labour Party (SDLP)	Social Democratic and Labour Party (SDLP)	111956985487415	Facebook	1k_5k	1k - 5k	UK	United Kingdom	14	1	69986	14000	1603	0
Peterborough Conservatives	The Conservative Party	1410613969166253	Facebook	1k_5k	1k - 5k	UK	United Kingdom	13	1	64987	13000	1489	0
38 Degrees	38 Degrees	200006375787	Facebook	1k_5k	1k - 5k	UK	United Kingdom	13	1	64986	12999	1489	0
London Green Party	London Green Party	175350485880358	Facebook	1k_5k	1k - 5k	UK	United Kingdom	13	1	64986	12999	1489	0
School Cuts	National Education Union	871798409656672	Facebook	1k_5k	1k - 5k	UK	United Kingdom	12	1	59988	12000	1374	0
