impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	UK	United Kingdom	4410	184	4349242	0	498251	0
1k_5k	1k - 5k	UK	United Kingdom	2956	239	14715690	2943726	340855	925
5k_10k	5k - 10k	UK	United Kingdom	665	96	6593741	3297200	104804	7637
10k_50k	10k - 50k	UK	United Kingdom	819	107	40398148	8079791	360467	73316
50k_100k	50k - 100k	UK	United Kingdom	206	59	20105955	10053078	190092	58500
100k_200k	100k - 200k	UK	United Kingdom	107	35	20542082	10271092	227625	59088
200k_500k	200k - 500k	UK	United Kingdom	78	19	37500424	15000199	344549	75176
500k_1m	500k - 1m	UK	United Kingdom	17	9	15999983	8000000	109914	32401
